Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,,,bcgjn,,bn,abcghjkmn,abcdghjklmn,abcghjkmn,n,bcgjn,abcdfghjklmno,n,bcgjn,abcghjkmn,bcgjn,,abcghjkmn,bcdefghi,ch,,,,,bcdehi,,,,ad,abd,,ad,bd,,bd,,bd
,"With a family member (e.g. parent, sibling)",1831,133,53,112,106,173,153,98,138,233,115,92,154,70,81,120,414,448,316,287,190,175,863,603,365,976,272,193,147,243,567,1000,313,687,225
,,0.12,0.13,0.05,0.1,0.1,0.16,0.15,0.09,0.14,0.23,0.11,0.09,0.13,0.07,0.08,0.12,0.16,0.13,0.1,0.11,0.09,0.09,0.14,0.1,0.09,0.1,0.16,0.18,0.09,0.15,0.15,0.1,0.14,0.09,0.12
,,,bdgkmn,,bm,bm,abcdgjklmno,bcdgjkmno,bm,bcdgkmn,abcdefghjklmno,bmn,bm,bcdgkmn,,b,bgmn,bcdefghi,cdefhi,,,,,cdefhi,,,,ad,ade,,ad,bde,d,bd,,d
,With a partner,1574,128,47,84,87,120,184,84,131,174,77,96,119,75,61,105,367,368,278,244,170,147,735,522,317,826,246,183,124,195,505,811,249,562,230
,,0.1,0.13,0.05,0.08,0.08,0.11,0.18,0.08,0.13,0.17,0.08,0.1,0.1,0.07,0.06,0.1,0.14,0.11,0.09,0.09,0.08,0.08,0.12,0.09,0.08,0.09,0.14,0.17,0.08,0.12,0.13,0.08,0.11,0.08,0.12
,,,bcdgjkmn,,b,b,bcdgjmn,abcdeghjklmno,b,bcdgjkmno,abcdeghjklmno,b,bmn,bcdgjmn,b,,bgjmn,bcdefghi,cdefhi,,,,,bcdefhi,,,,ade,abde,,ad,bcd,,bd,,bd
,With a friend,1355,91,39,72,74,172,116,45,110,140,79,77,136,50,59,95,263,291,250,242,155,154,554,492,309,748,175,120,123,188,373,786,201,585,174
,,0.09,0.09,0.04,0.07,0.07,0.16,0.11,0.04,0.11,0.14,0.08,0.08,0.12,0.05,0.06,0.09,0.1,0.08,0.08,0.09,0.07,0.08,0.09,0.09,0.08,0.08,0.1,0.11,0.08,0.12,0.1,0.08,0.09,0.08,0.09
,,,bgmn,,bgm,bgm,abcdfghjklmno,bcdgjkmn,,bcdgjkmn,abcdghjkmno,bgm,bgm,abcdgjkmno,,b,bcdgmn,bcefhi,,,,,,ei,,,,ad,ad,,ad,bd,,,,
,"Columns Tested: a,b,c,d,e,f,g,h,i,j,k,l,m,n,o - a,b,c,d,e,f,g,h,i - a,b,c,d,e - a,b,c,d,e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
