<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,0.38,0.41,0.35,0.42,0.47,0.38,0.28,0.26,0.25,0.38,0.42,0.32,0.53,0.45,0.43,0.35,0.32,0.32,0.39,0.3,0.41,0.38,0.27,0.37,0.21,0.55,0.42,0.45,0.71,0.39,0.35,0.36,0.32,0.59,0.44,0.23,0.34,0.39
,,,,, def,,,,,,,,,,,,,,,,,,,,, b,,,,,,,, ab,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have developed headaches,204,99,105,36,78,33,25,22,10,7,13,28,9,22,8,15,13,10,21,12,49,15,20,10,9,13,8,8,6,146,58,125,39,22,13,5,32,172
,0.36,0.34,0.38,0.38,0.42,0.29,0.32,0.43,0.21,0.46,0.37,0.36,0.34,0.46,0.33,0.27,0.34,0.27,0.39,0.33,0.37,0.29,0.41,0.4,0.37,0.42,0.28,0.35,0.41,0.35,0.39,0.33,0.49,0.38,0.29,0.57,0.46,0.34
,,,,, cf,,, f,,,,,,,,,,,,,,,,,,,,,,,,, ad,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I experienced elevated blood pressure,182,96,86,29,45,40,25,29,13,5,12,25,6,14,8,20,17,13,16,9,35,19,16,11,7,9,9,7,4,134,47,123,33,16,9,2,30,152
,0.32,0.32,0.31,0.31,0.24,0.36,0.31,0.58,0.27,0.38,0.35,0.33,0.25,0.3,0.37,0.37,0.43,0.35,0.31,0.26,0.26,0.39,0.33,0.43,0.29,0.29,0.33,0.34,0.29,0.32,0.31,0.32,0.4,0.28,0.19,0.23,0.43,0.3
,,,,,, b,, abcdf,,,,,,,,, l,,,,,,,,,,,,,,,, d,,,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have gained weight,155,83,71,26,40,37,27,18,6,2,11,20,4,14,7,18,13,8,10,8,39,17,13,9,6,11,7,7,2,111,43,115,19,8,9,4,14,141
,0.27,0.28,0.26,0.27,0.21,0.33,0.34,0.37,0.12,0.15,0.32,0.26,0.17,0.29,0.33,0.33,0.34,0.21,0.18,0.22,0.29,0.34,0.27,0.33,0.25,0.35,0.24,0.35,0.18,0.26,0.29,0.3,0.23,0.14,0.19,0.44,0.2,0.28
,,,, f,, bf, bf, bf,,,,,,,,,,,,,,,,,,,,,,,, c,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I suffer from panic attacks,154,56,97,24,35,37,28,15,14,5,7,22,8,16,5,12,12,10,19,12,25,12,15,10,7,9,8,5,4,107,46,98,25,18,12,1,21,133
,0.27,0.19,0.35,0.25,0.19,0.32,0.36,0.31,0.29,0.32,0.21,0.29,0.33,0.34,0.23,0.23,0.31,0.27,0.35,0.33,0.18,0.25,0.29,0.37,0.3,0.3,0.28,0.24,0.29,0.25,0.31,0.26,0.31,0.31,0.27,0.09,0.31,0.26
,,, a,,, b, b,,,,,,, l,,,,, l,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have felt nauseous/sick,129,50,77,24,39,21,22,12,11,3,6,23,3,18,5,10,15,5,10,7,23,8,14,7,4,10,10,5,2,86,43,90,25,8,5,1,21,108
,0.22,0.17,0.28,0.25,0.21,0.19,0.28,0.24,0.22,0.24,0.16,0.3,0.13,0.38,0.23,0.19,0.37,0.14,0.19,0.19,0.17,0.16,0.27,0.27,0.17,0.33,0.36,0.24,0.18,0.2,0.28,0.23,0.31,0.14,0.11,0.1,0.3,0.21
,,, a,,,,,,,,, il,, bgijl,,, bgijl,,,,,,,,,, a,,,, a,, cd,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have developed a nervous habit - e.g., pulling out your hair, scratching your skin",128,58,70,24,44,26,21,5,9,1,9,14,8,13,6,10,11,10,11,7,29,8,7,8,6,8,7,6,4,91,37,85,17,12,11,2,16,112
,0.22,0.2,0.25,0.25,0.23,0.23,0.27,0.1,0.17,0.08,0.26,0.18,0.3,0.27,0.27,0.19,0.27,0.26,0.21,0.18,0.22,0.16,0.14,0.3,0.24,0.25,0.27,0.28,0.29,0.22,0.25,0.22,0.22,0.21,0.25,0.22,0.23,0.22
,,,, e, e, e, e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"I have developed a tic (tics are fast, repetitive muscle movements that result in sudden and difficult to control body jolts or sounds)",99,61,37,18,46,25,3,1,5,1,2,6,4,2,4,9,6,7,4,7,46,9,5,4,2,2,2,4,2,79,19,62,18,9,9,1,16,83
,0.17,0.21,0.13,0.19,0.25,0.23,0.04,0.02,0.11,0.07,0.07,0.08,0.17,0.04,0.2,0.17,0.16,0.18,0.07,0.19,0.34,0.18,0.1,0.17,0.08,0.07,0.06,0.21,0.12,0.19,0.13,0.16,0.22,0.15,0.2,0.13,0.23,0.16
,, b,, de, def, de,,,,,,,,,,,, e,,, bceghj,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I have developed skin problems,63,32,32,12,19,18,4,6,5,1,3,7,4,5,1,9,7,3,4,1,18,7,4,4,1,3,2,1,2,48,15,43,13,6,1,1,13,51
,0.11,0.11,0.11,0.12,0.1,0.16,0.05,0.12,0.1,0.08,0.09,0.09,0.17,0.1,0.03,0.17,0.18,0.08,0.08,0.04,0.14,0.14,0.09,0.17,0.04,0.09,0.09,0.03,0.18,0.11,0.1,0.11,0.16,0.11,0.02,0.11,0.18,0.1
,,,,,, d,,,,,,,,,,,,,,,,,,,,,,,,,,, d,,,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,9,4,5,1,1,0,3,1,4,0,1,2,0,0,0,0,1,2,1,3,0,0,2,0,2,0,0,0,0,6,3,7,1,0,2,0,1,9
,0.02,0.01,0.02,0.01,0,0,0.04,0.02,0.08,0,0.02,0.02,0,0,0,0,0.02,0.05,0.02,0.08,0,0,0.04,0,0.08,0,0,0,0,0.01,0.02,0.02,0.01,0,0.04,0,0.01,0.02
,,,,,,, bc,, abc,,,,,,,,, l,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefer not to say,16,8,8,4,3,2,2,0,5,0,2,1,0,2,0,3,1,1,2,1,2,3,0,1,1,1,1,0,1,14,2,12,0,2,2,0,0,16
,0.03,0.03,0.03,0.04,0.01,0.02,0.03,0,0.1,0,0.05,0.01,0,0.04,0,0.06,0.02,0.03,0.04,0.04,0.02,0.07,0,0.03,0.05,0.03,0.03,0,0.06,0.03,0.01,0.03,0,0.03,0.04,0,0,0.03
,,,,,,,,, bce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gained weight/ Lost weight,354,188,166,61,120,77,48,31,17,8,25,45,18,34,16,34,25,20,29,18,84,32,27,18,11,26,18,16,11,263,90,239,43,39,28,6,37,317
,0.62,0.64,0.6,0.64,0.64,0.68,0.61,0.62,0.34,0.53,0.72,0.58,0.7,0.7,0.7,0.62,0.63,0.53,0.54,0.52,0.63,0.65,0.54,0.7,0.46,0.84,0.66,0.72,0.82,0.62,0.6,0.63,0.53,0.66,0.61,0.66,0.53,0.63
,,,, f, f, f, f, f,,,,,,,,,,,,,,,,,, b,,,,,,,,,,,,
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
