<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,0.27,0.28,0.26,0.35,0.43,0.33,0.27,0.18,0.15,0.36,0.22,0.36,0.29,0.3,0.3,0.24,0.31,0.19,0.2,0.19,0.36,0.26,0.35,0.33,0.2,0.29,0.39,0.35,0.2,0.29,0.24,0.25,0.37,0.35,0.33,0.35,0.38,0.26
,,,, def, cdef, ef, ef,,, bijk,, bgijk,, ijk, ijk,, bijk,,,, bgijk,, dh, dh,,, adh, dh,, b,,, a, a,,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No impact,1266,616,649,94,140,184,216,248,385,32,121,124,45,101,62,112,84,125,203,139,117,90,70,46,76,72,48,43,61,814,447,1054,92,60,43,16,65,1201
,0.59,0.59,0.59,0.42,0.38,0.52,0.61,0.72,0.76,0.53,0.67,0.53,0.52,0.58,0.62,0.59,0.53,0.67,0.69,0.69,0.42,0.55,0.49,0.49,0.65,0.61,0.55,0.56,0.73,0.57,0.63,0.63,0.48,0.42,0.41,0.52,0.44,0.6
,,,,,, ab, abc, abcd, abcd,, cdhl, l,, l, l, l, l, cdhl, acdeghl, acdehl,,,,, bc,,,, abcfg,, a, bcd,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't know,35,17,19,9,10,2,5,5,5,1,2,4,1,2,1,6,5,3,4,4,3,4,2,4,2,2,2,1,1,25,10,20,8,2,3,2,8,27
,0.02,0.02,0.02,0.04,0.03,0,0.01,0.01,0.01,0.02,0.01,0.02,0.01,0.01,0.01,0.03,0.03,0.02,0.01,0.02,0.01,0.03,0.02,0.04,0.02,0.02,0.02,0.01,0.01,0.02,0.01,0.01,0.04,0.01,0.03,0.07,0.05,0.01
,,,, cdf, c,,,,,,,,,,,,,,,,,,,,,,,,,,,, a,,, a, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not applicable,60,17,43,4,5,6,11,10,26,0,5,8,0,5,2,7,4,9,8,5,7,7,6,1,7,1,2,1,0,30,31,49,3,5,2,1,3,58
,0.03,0.02,0.04,0.02,0.01,0.02,0.03,0.03,0.05,0,0.03,0.03,0,0.03,0.02,0.04,0.03,0.05,0.03,0.03,0.02,0.04,0.04,0.01,0.06,0.01,0.02,0.01,0,0.02,0.04,0.03,0.02,0.04,0.02,0.03,0.02,0.03
,,, a,,,,,, abc,,,,,,,,, d,,,, h, h,, eh,,,,,, a,,,,,,,
NETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Significant/ Some impact,785,387,394,117,211,160,124,81,91,27,53,100,40,67,36,65,64,50,79,53,152,61,63,42,32,44,36,33,22,558,227,550,90,76,57,12,72,713
,0.37,0.37,0.36,0.52,0.58,0.46,0.35,0.24,0.18,0.45,0.29,0.42,0.47,0.38,0.36,0.34,0.41,0.27,0.27,0.26,0.54,0.37,0.45,0.45,0.27,0.37,0.41,0.42,0.26,0.39,0.32,0.33,0.47,0.53,0.54,0.38,0.48,0.36
,,,, def, cdef, def, ef,,, bijk,, bijk, bijk, ijk,,, bijk,,,, bcefghijk,, dh, dh,,, dh, dh,, b,,, a, a, a,, b,
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
