<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
NETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agree/Strongly Agree,199,119,80,38,82,41,24,7,7,4,12,18,6,14,7,24,9,14,13,13,65,20,9,7,7,10,9,7,5,157,42,143,25,12,15,4,23,176
,0.15,0.18,0.12,0.23,0.3,0.18,0.11,0.04,0.03,0.11,0.12,0.11,0.13,0.12,0.12,0.2,0.09,0.13,0.07,0.12,0.34,0.2,0.09,0.13,0.1,0.14,0.15,0.15,0.1,0.18,0.1,0.15,0.17,0.1,0.21,0.23,0.2,0.15
,, b,, def, cdef, def, ef,,,,,,,,, hj,,,,, abcdefghijk, b,,,,,,,, b,,,,, c,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disagree/Strongly Disagree,1014,469,541,106,161,166,186,162,233,32,80,128,41,89,48,90,78,82,155,93,99,73,78,45,54,54,48,37,42,642,369,763,97,96,49,9,77,938
,0.77,0.73,0.81,0.64,0.58,0.71,0.83,0.92,0.94,0.83,0.81,0.79,0.81,0.78,0.8,0.75,0.84,0.79,0.89,0.83,0.51,0.73,0.79,0.81,0.81,0.75,0.78,0.75,0.85,0.73,0.84,0.79,0.69,0.79,0.67,0.57,0.66,0.78
,,, a,,, b, abc, abcd, abcd, l, l, l, l, l, l, l, l, l, cegil, l,,,,,,,,,,, a, bd,,,,,, a
Mean score,1.94,2.07,1.81,2.32,2.54,2.05,1.77,1.5,1.37,1.84,1.83,1.88,1.96,1.89,1.75,2.04,1.77,1.81,1.58,1.74,2.66,2.1,1.9,1.83,1.77,2.01,1.86,1.88,1.7,2.04,1.73,1.89,2.14,1.84,2.27,2.14,2.16,1.92
,, b,, cdef, cdef, def, ef,,,, j, j, j, j,, j,,,,, abcdefghijk,,,,,,,,, b,,, ac,, ac,, b,
Standard deviation,1.203,1.274,1.118,1.277,1.364,1.261,1.087,0.841,0.718,1.275,1.101,1.091,1.212,1.159,1.185,1.332,1.083,1.158,0.927,1.102,1.351,1.314,1.063,1.157,1.039,1.24,1.149,1.271,1.054,1.251,1.075,1.21,1.265,1.007,1.191,1.305,1.304,1.191
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
