Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,,0.31,0.24,0.43,0.36,0.39,0.14,0.34,0.43,0.36,0.21,0.3,0.28,0.39,0.27,0.27,0.21,0.31,0.33,0.3,0.31,0.29,0.31,0.32,0.3,0.3,0.33,0.24,0.3,0.29,0.26,0.29,0.32,0.3,0.33,0.29
,,,e,acefhijkmno,aeijkmno,aefijkmno,,aeikmno,acdefhijklmno,aeijkmno,e,aeio,aeio,aefijkmno,eio,eio,e,,cehi,,,,,ei,,,bcde,,be,b,,,ae,,ace,
,Slightly easier,4492,296,336,325,322,295,365,369,321,271,254,253,326,338,232,189,723,1016,857,787,579,530,1739,1644,1109,2977,417,280,408,411,1099,2886,642,2244,461
,,0.29,0.29,0.33,0.3,0.29,0.28,0.36,0.33,0.32,0.27,0.25,0.25,0.28,0.32,0.23,0.18,0.28,0.3,0.28,0.29,0.28,0.28,0.29,0.29,0.28,0.31,0.24,0.26,0.26,0.25,0.28,0.3,0.28,0.3,0.24
,,,jkno,eijklno,jkno,jkno,no,acdehijklno,deijklno,ijkno,no,o,o,no,ijkno,o,,,,,,,,,,,bcde,,,,,e,e,e,ce,
,About the same,3061,209,150,188,146,235,101,148,134,135,330,226,197,298,326,238,393,553,630,596,474,416,945,1226,890,1821,373,148,394,325,651,1937,474,1463,447
,,0.19,0.21,0.15,0.18,0.13,0.22,0.1,0.13,0.13,0.13,0.33,0.22,0.17,0.28,0.32,0.23,0.15,0.16,0.21,0.22,0.23,0.22,0.16,0.21,0.23,0.19,0.22,0.14,0.25,0.2,0.17,0.2,0.21,0.2,0.23
,,,bdfghil,f,dfghi,f,bcdfghil,,f,f,f,abcdefghiklmo,bcdfghil,dfghi,abcdefghiklo,abcdefghiklmo,bcdfghil,,,abg,abg,abg,abg,,abg,abg,c,ac,,abce,c,,a,a,a,abcd
,Slightly more difficult,1391,123,40,74,112,163,127,53,101,160,39,86,100,46,23,144,293,323,276,219,147,133,617,495,279,782,202,132,103,171,420,761,210,552,196
,,0.09,0.12,0.04,0.07,0.1,0.15,0.12,0.05,0.1,0.16,0.04,0.08,0.09,0.04,0.02,0.14,0.11,0.09,0.09,0.08,0.07,0.07,0.1,0.09,0.07,0.08,0.12,0.12,0.07,0.11,0.11,0.08,0.09,0.07,0.1
,,,bcgjklmn,n,bgjmn,bcgjmn,abcdghjklmn,bcgjklmn,n,bcgjmn,abcdfghjklmn,n,bgjmn,bgjmn,n,,bcdghjklmn,bcdefhi,efi,efi,,,,defhi,ei,,d,ad,ad,,ad,bcd,,bd,,bd
,Much more difficult,954,80,27,45,64,115,61,27,69,128,17,64,52,14,11,181,187,241,175,155,114,82,428,330,196,532,134,79,77,132,265,561,143,418,110
,,0.06,0.08,0.03,0.04,0.06,0.11,0.06,0.02,0.07,0.13,0.02,0.06,0.04,0.01,0.01,0.17,0.07,0.07,0.06,0.06,0.05,0.04,0.07,0.06,0.05,0.05,0.08,0.07,0.05,0.08,0.07,0.06,0.06,0.06,0.06
,,,bcdgjlmn,mn,bgjmn,bgjmn,abcdfghjklmn,bgjmn,mn,bcgjlmn,abcdfghjklmn,,bcgjmn,bgjmn,,,abcdefghijklmn,cdefhi,cdefhi,f,,,,cdefhi,f,,,ad,ad,,ad,bd,,,,
,Don't know,968,59,32,52,31,106,24,32,29,101,67,100,35,86,141,72,187,175,181,135,170,120,362,316,289,357,186,115,143,166,308,471,135,336,157
,,0.06,0.06,0.03,0.05,0.03,0.1,0.02,0.03,0.03,0.1,0.07,0.1,0.03,0.08,0.14,0.07,0.07,0.05,0.06,0.05,0.08,0.06,0.06,0.05,0.07,0.04,0.11,0.11,0.09,0.1,0.08,0.05,0.06,0.04,0.08
,,,bdfghl,,bdfghl,,abcdfghjlo,,,,abcdfghjlo,bdfghl,abcdfghjlo,,bcdfghl,abcdefghijklmo,bdfghl,bcdgh,,,,bcdgh,d,b,,bcdgh,,a,a,a,a,bcd,,bd,,bcd
,NET: Easier,9350,537,775,707,754,443,710,849,685,482,557,536,777,624,508,407,1525,2136,1775,1620,1180,1114,3661,3394,2294,6211,831,604,869,835,2213,6035,1343,4693,1022
,,0.59,0.53,0.76,0.66,0.68,0.42,0.69,0.77,0.67,0.48,0.55,0.53,0.67,0.58,0.5,0.39,0.59,0.62,0.58,0.59,0.57,0.6,0.61,0.59,0.58,0.64,0.48,0.56,0.55,0.51,0.57,0.62,0.58,0.63,0.53
,,,eio,acdefhijklmno,aeijkmno,aeijkmno,,aeijkmno,acdefhijklmno,aeijkmno,eo,eino,eio,aeijkmno,aeikno,eo,,,acdehi,,,,,cehi,,,bcde,,be,be,,e,ace,e,ace,
,NET: More difficult,2345,203,67,120,175,278,188,80,170,288,56,150,152,59,34,325,480,564,451,373,261,215,1045,824,476,1314,336,211,180,304,686,1322,353,970,305
,,0.15,0.2,0.07,0.11,0.16,0.26,0.18,0.07,0.17,0.29,0.06,0.15,0.13,0.06,0.03,0.31,0.19,0.16,0.15,0.14,0.13,0.12,0.17,0.14,0.12,0.14,0.19,0.2,0.11,0.19,0.18,0.14,0.15,0.13,0.16
,,,bcdgjklmn,n,bgjmn,bcgjmn,abcdfghjklmn,bcgjklmn,n,bcgjlmn,abcdfghjklmn,n,bcgjmn,bgjmn,n,,abcdefghjklmn,bcdefhi,defhi,efi,f,,,cdefhi,fi,,d,ad,ad,,ad,bcd,,bd,,bd
,"Columns Tested: a,b,c,d,e,f,g,h,i,j,k,l,m,n,o - a,b,c,d,e,f,g,h,i - a,b,c,d,e - a,b,c,d,e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
