<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,0.27,0.26,0.29,0.28,0.28,0.24,0.29,0.28,0.28,0.23,0.34,0.33,0.26,0.3,0.23,0.3,0.31,0.21,0.29,0.24,0.22,0.33,0.33,0.27,0.24,0.27,0.33,0.21,0.34,0.28,0.26,0.28,0.21,0.31,0.28,0.12,0.18,0.28
,,,,,,,,,,, il, il,,,,,,,,,,,,,,,,,,,,,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strongly disagree (1.00),561,246,312,51,61,96,103,97,152,19,42,62,18,46,30,50,46,54,88,63,44,35,36,28,32,31,24,22,24,339,220,423,58,51,20,8,49,512
,0.42,0.38,0.46,0.31,0.22,0.41,0.46,0.55,0.61,0.49,0.42,0.38,0.36,0.4,0.49,0.42,0.49,0.52,0.51,0.56,0.22,0.35,0.37,0.5,0.48,0.43,0.39,0.45,0.5,0.39,0.5,0.44,0.41,0.42,0.28,0.51,0.42,0.42
,,, a, b,, ab, ab, abc, abcd, l, l, l,, l, l, l, l, cl, cl, bcdegl,,,,,,,,,,, a, d,, d,,,,
NETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agree/Strongly Agree,272,168,103,47,109,53,34,18,12,8,14,30,17,18,12,22,10,14,26,13,88,19,20,8,8,14,10,12,4,204,67,193,34,22,20,4,28,244
,0.21,0.26,0.15,0.28,0.4,0.23,0.15,0.1,0.05,0.2,0.14,0.19,0.34,0.15,0.2,0.19,0.11,0.13,0.15,0.12,0.45,0.19,0.21,0.14,0.12,0.19,0.16,0.25,0.08,0.23,0.15,0.2,0.24,0.18,0.28,0.23,0.24,0.2
,, b,, def, acdef, def, f,,,,,, bceghijk,,,,,,,, abcefghijk,, h,,,,, h,, b,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disagree/Strongly Disagree,923,411,509,98,139,152,169,145,220,27,76,115,31,81,44,85,74,75,139,89,87,69,69,43,48,50,44,32,41,584,336,696,88,90,40,10,70,853
,0.7,0.64,0.76,0.59,0.5,0.65,0.76,0.82,0.89,0.72,0.76,0.71,0.62,0.71,0.72,0.71,0.8,0.73,0.8,0.8,0.45,0.69,0.7,0.78,0.73,0.7,0.72,0.66,0.84,0.67,0.76,0.72,0.62,0.73,0.55,0.64,0.6,0.71
,,, a,,, b, abc, abc, abcd, l, l, l, l, l, l, l, dl, l, cdl, dl,,,,,,,,, abg,, a, bd,, d,,,, a
Mean score,2.16,2.35,1.98,2.5,2.84,2.25,1.97,1.77,1.56,2.08,2.01,2.16,2.51,2.08,2.04,2.18,1.89,1.91,1.88,1.82,2.96,2.28,2.22,1.96,1.92,2.12,2.09,2.21,1.78,2.27,1.95,2.12,2.32,2.13,2.55,2.14,2.34,2.15
,, b,, def, acdef, def, f, f,,,, jk, bhijk,,,,,,,, abcefghijk, h, h,,,,, h,, b,,,,, ac,,,
Standard deviation,1.312,1.399,1.194,1.379,1.431,1.354,1.16,1.108,0.879,1.356,1.161,1.239,1.511,1.155,1.306,1.358,1.167,1.157,1.158,1.2,1.459,1.355,1.285,1.286,1.095,1.258,1.169,1.384,1.018,1.345,1.22,1.292,1.398,1.317,1.338,1.404,1.434,1.299
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
