<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,0.46,0.41,0.51,0.52,0.43,0.48,0.46,0.45,0.45,0.39,0.43,0.48,0.45,0.5,0.45,0.49,0.42,0.46,0.48,0.47,0.43,0.49,0.49,0.44,0.45,0.58,0.47,0.45,0.44,0.45,0.48,0.45,0.47,0.5,0.51,0.48,0.51,0.46
,,, a, b,,,,,,,,,,,,,,,,,,,,,, cdh,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Worried,852,360,490,78,115,130,150,147,232,26,65,93,38,81,36,65,64,86,120,80,97,57,54,33,56,59,35,27,27,550,297,680,70,62,27,12,54,798
,0.4,0.35,0.44,0.35,0.32,0.37,0.42,0.43,0.46,0.44,0.36,0.39,0.44,0.46,0.36,0.34,0.41,0.46,0.41,0.4,0.35,0.35,0.38,0.36,0.48,0.5,0.41,0.34,0.33,0.39,0.42,0.41,0.36,0.43,0.26,0.39,0.36,0.4
,,, a,,,, b, b, abc,,,,, bgl,,,, bgl,,,,,,, agh, acgh,,,,,, d,, d,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frustrated - at the scammers,847,370,476,97,141,148,131,160,170,29,85,86,26,62,46,72,73,80,111,81,94,59,52,43,54,44,32,35,41,552,294,654,71,63,48,12,58,789
,0.39,0.36,0.43,0.44,0.39,0.42,0.37,0.46,0.34,0.49,0.47,0.36,0.3,0.35,0.45,0.38,0.47,0.43,0.38,0.4,0.34,0.36,0.37,0.47,0.46,0.37,0.37,0.45,0.5,0.39,0.41,0.39,0.37,0.44,0.45,0.39,0.39,0.39
,,, a, f,, f,, bdf,, dl, cdejl,,,, dl,, cdel, l,,,,,,,,,,, ab,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Betrayed,835,396,436,111,161,150,137,125,152,30,67,87,32,65,49,70,69,69,111,71,115,61,55,42,49,42,30,39,31,555,280,613,83,72,53,14,62,773
,0.39,0.38,0.39,0.5,0.44,0.43,0.38,0.36,0.3,0.49,0.37,0.37,0.37,0.37,0.49,0.37,0.44,0.37,0.38,0.35,0.41,0.37,0.39,0.45,0.41,0.35,0.35,0.5,0.37,0.39,0.39,0.37,0.43,0.5,0.5,0.44,0.42,0.39
,,,, def, ef, f, f,,,,,,,, bcegijk,,,,,,,,,,,,, ef,,,,,, a, a,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anxious,817,318,496,115,134,137,139,133,159,26,61,95,33,76,39,71,60,68,108,89,92,62,59,35,41,52,35,33,26,556,258,638,83,41,41,14,66,751
,0.38,0.31,0.45,0.51,0.37,0.39,0.39,0.39,0.31,0.42,0.34,0.4,0.39,0.43,0.38,0.38,0.38,0.36,0.37,0.44,0.33,0.38,0.41,0.38,0.35,0.44,0.41,0.43,0.31,0.39,0.36,0.38,0.43,0.28,0.39,0.45,0.44,0.38
,,, a, bcdef,, f, f, f,,,,,, l,,,,,, bl,,,,,,,,,,,, c, c,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Upset,798,324,471,78,123,134,143,129,190,21,57,90,36,77,40,68,63,73,110,72,91,61,55,30,45,50,33,30,28,511,282,607,81,63,37,11,60,738
,0.37,0.31,0.43,0.35,0.34,0.38,0.4,0.38,0.37,0.34,0.32,0.38,0.42,0.44,0.4,0.36,0.4,0.39,0.38,0.36,0.33,0.37,0.39,0.32,0.38,0.42,0.38,0.39,0.34,0.36,0.4,0.36,0.42,0.44,0.35,0.36,0.41,0.37
,,, a,,,,,,,,,,, bl,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Frustrated - at myself,781,342,437,89,121,120,114,135,203,23,68,85,35,58,36,66,58,68,112,84,87,57,56,32,44,43,26,26,32,511,269,586,75,78,32,11,60,722
,0.36,0.33,0.4,0.4,0.33,0.34,0.32,0.39,0.4,0.38,0.38,0.36,0.41,0.33,0.36,0.35,0.37,0.36,0.38,0.42,0.31,0.35,0.39,0.34,0.38,0.36,0.3,0.33,0.39,0.36,0.38,0.35,0.39,0.54,0.3,0.36,0.4,0.36
,,, a,,,,, d, bd,,,,,,,,,,, l,,,,,,,,,,,,,, abd,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Embarrassed,634,305,327,68,108,111,94,102,152,15,55,76,25,49,35,56,47,52,91,63,71,49,43,28,35,39,29,25,28,428,206,490,52,60,22,11,40,594
,0.3,0.29,0.3,0.31,0.3,0.31,0.26,0.3,0.3,0.25,0.31,0.32,0.29,0.28,0.34,0.3,0.3,0.28,0.31,0.31,0.25,0.3,0.31,0.3,0.3,0.33,0.33,0.32,0.33,0.3,0.29,0.29,0.27,0.41,0.21,0.35,0.27,0.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, abd,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ashamed,527,228,296,64,91,92,95,79,105,15,39,63,21,47,30,46,37,44,74,51,60,42,34,22,33,33,27,24,19,359,165,382,55,49,30,11,42,485
,0.25,0.22,0.27,0.29,0.25,0.26,0.27,0.23,0.21,0.25,0.22,0.27,0.24,0.27,0.3,0.24,0.24,0.24,0.25,0.25,0.22,0.26,0.24,0.24,0.28,0.28,0.31,0.3,0.23,0.25,0.23,0.23,0.29,0.34,0.28,0.35,0.28,0.24
,,, a, f,,, f,,,,,,,,,,,,,,,,,,,,,,,,,,, a,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Scared,409,143,266,65,94,81,58,58,53,9,35,51,13,32,14,47,29,32,41,33,74,45,27,15,24,23,23,11,12,299,108,282,57,37,28,6,50,359
,0.19,0.14,0.24,0.29,0.26,0.23,0.16,0.17,0.1,0.15,0.19,0.21,0.15,0.18,0.14,0.25,0.19,0.17,0.14,0.16,0.26,0.27,0.19,0.16,0.2,0.2,0.26,0.14,0.14,0.21,0.15,0.17,0.29,0.25,0.27,0.18,0.34,0.18
,,, a, def, def, def, f, f,,,, j,,,, fj,,,,, defijk, cgh,,,,, gh,,, b,,, a, a, a,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sick,305,133,172,31,45,52,63,51,63,8,19,27,10,33,24,27,23,23,42,29,41,24,15,14,14,21,12,20,7,180,122,242,28,17,16,3,25,281
,0.14,0.13,0.16,0.14,0.12,0.15,0.18,0.15,0.12,0.13,0.11,0.12,0.12,0.19,0.23,0.14,0.15,0.12,0.14,0.15,0.15,0.15,0.1,0.15,0.12,0.18,0.14,0.26,0.09,0.13,0.17,0.14,0.14,0.12,0.15,0.11,0.17,0.14
,,,,,,, bf,,,,,,, bc, bcdgijkl,,,,,,,,,,, h,, abdfh,,, a,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Surprised,275,168,106,43,71,46,47,28,39,10,27,34,8,15,13,22,14,22,36,27,48,18,25,8,18,11,9,11,11,205,70,203,30,22,16,4,24,251
,0.13,0.16,0.1,0.19,0.2,0.13,0.13,0.08,0.08,0.16,0.15,0.14,0.09,0.08,0.13,0.12,0.09,0.12,0.12,0.13,0.17,0.11,0.17,0.08,0.15,0.09,0.1,0.14,0.13,0.14,0.1,0.12,0.15,0.15,0.15,0.13,0.16,0.13
,, b,, cef, cdef, ef, ef,,,, e,,,,,,,,,, eh,, c,,,,,,, b,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
None of the above,11,4,7,2,1,4,2,1,1,0,0,1,0,0,1,4,2,1,1,0,2,4,1,2,0,0,0,1,0,5,6,5,1,3,0,2,1,10
,0,0,0.01,0.01,0,0.01,0,0,0,0,0,0,0,0,0.01,0.02,0.01,0,0,0,0.01,0.02,0,0.02,0,0,0,0.01,0,0,0.01,0,0,0.02,0,0.05,0,0
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, a,, abd,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other - please specify,14,8,6,0,0,0,4,3,7,1,1,1,1,1,0,2,0,2,3,0,1,1,0,0,2,1,0,0,1,11,3,14,0,0,0,0,0,14
,0.01,0.01,0,0,0,0,0.01,0.01,0.01,0.02,0,0,0.01,0,0,0.01,0,0.01,0.01,0,0,0.01,0,0,0.02,0.01,0,0,0.01,0.01,0,0.01,0,0,0,0,0,0.01
,,,,,,, bc,, bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
