<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,, f, adef, f, f, f,,,, k,,,,,,,,, abcdefghijk,, c,,,,,,, b,,,, a, a,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Supervisory or clerical/ junior managerial/ professional/ administrative (e.g. Office worker, Student Doctor, Foreman with 25+ employees, salesperson, etc.)",429,189,238,30,85,79,98,80,57,13,52,45,16,37,22,40,37,37,48,45,35,33,27,25,22,23,17,18,27,429,0,338,37,28,21,4,26,403
,0.2,0.18,0.22,0.14,0.23,0.22,0.28,0.23,0.11,0.22,0.29,0.19,0.19,0.21,0.22,0.21,0.24,0.2,0.16,0.22,0.13,0.2,0.19,0.27,0.19,0.19,0.19,0.23,0.33,0.3,0,0.2,0.19,0.2,0.2,0.14,0.18,0.2
,,,,, af, af, af, af,,, cijl, l,, l, l, l, l, l,, l,,,,,,,,, abdef, b,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skilled manual worker (e.g. Skilled Bricklayer, Carpenter, Plumber, Painter, Bus/ Ambulance Driver, HGV driver, AA patrolman, pub/bar worker, etc.)",267,134,134,31,46,45,50,50,45,11,18,37,12,24,16,19,23,24,40,23,22,17,24,14,15,15,13,13,5,0,267,206,31,16,11,2,25,242
,0.12,0.13,0.12,0.14,0.13,0.13,0.14,0.15,0.09,0.18,0.1,0.15,0.14,0.13,0.16,0.1,0.14,0.13,0.14,0.11,0.08,0.1,0.17,0.15,0.13,0.13,0.14,0.17,0.06,0,0.37,0.12,0.16,0.11,0.1,0.07,0.17,0.12
,,,, f,,, f, f,, l,, l,, l, l,, l,, l,,,, h, h,,, h, h,,, a,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Semi or unskilled manual work (e.g. Manual workers, all apprentices to skilled trades, Caretaker, Park keeper, non-HGV driver, shop assistant)",189,75,113,26,15,27,49,43,29,6,16,19,3,17,8,16,18,23,22,28,13,15,10,11,13,13,8,5,9,0,189,149,17,7,11,5,15,174
,0.09,0.07,0.1,0.12,0.04,0.08,0.14,0.12,0.06,0.11,0.09,0.08,0.04,0.09,0.08,0.08,0.12,0.12,0.08,0.14,0.05,0.09,0.07,0.12,0.11,0.11,0.09,0.06,0.11,0,0.26,0.09,0.09,0.05,0.1,0.17,0.1,0.09
,,, a, bf,, b, bcf, bcf,,,,,,,,, dl, dl,, djl,,,,,,,,,,, a,,,,, c,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casual worker (not in permanent employment),16,6,10,5,2,2,3,1,3,0,2,3,0,1,0,2,2,1,2,0,3,2,1,1,1,1,2,0,1,0,16,10,1,2,2,1,1,15
,0.01,0,0.01,0.02,0,0,0.01,0,0.01,0,0.01,0.01,0,0,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0.02,0,0.01,0,0.02,0,0,0.01,0.02,0.03,0,0.01
,,,, e,,,,,,,,,,,,,,,,,,,,,,,,,,, a,,,,, a,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housewife/ househusband,28,6,22,3,3,9,6,4,3,0,2,2,2,0,2,7,2,1,8,1,2,7,1,1,0,0,1,2,0,0,28,24,2,1,0,1,2,26
,0.01,0,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0,0.01,0.01,0.03,0,0.02,0.04,0.01,0,0.03,0.01,0.01,0.04,0,0.01,0,0,0.01,0.02,0,0,0.04,0.01,0.01,0.01,0,0.04,0.02,0.01
,,, a,,, f,,,,,,, e,,, ceil,,, e,,, bdeh,,,,,,,,, a,,,,, d,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retired and living on state pension,94,41,53,0,0,1,2,2,89,0,11,11,4,9,5,4,6,11,23,8,4,4,5,2,5,6,6,2,1,0,94,89,1,4,0,0,1,93
,0.04,0.04,0.05,0,0,0,0,0.01,0.17,0,0.06,0.05,0.04,0.05,0.05,0.02,0.04,0.06,0.08,0.04,0.01,0.02,0.04,0.02,0.04,0.05,0.07,0.03,0.01,0,0.13,0.05,0.01,0.03,0,0,0.01,0.05
,,,,,,,,, abcde,, gl, l,, l, l,,, l, agl,,,,,,,, h,,,, a, bd,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unemployed or not working due to long-term sickness,69,24,44,3,12,11,12,24,7,3,5,5,5,11,4,3,7,8,15,0,2,3,3,4,7,7,2,1,2,0,69,62,4,1,1,1,3,66
,0.03,0.02,0.04,0.02,0.03,0.03,0.03,0.07,0.01,0.06,0.03,0.02,0.06,0.06,0.04,0.02,0.04,0.05,0.05,0,0.01,0.02,0.02,0.05,0.06,0.06,0.02,0.02,0.03,0,0.1,0.04,0.02,0.01,0.01,0.03,0.02,0.03
,,, a,,,,, abcdf,, kl, k,, kl, cgkl, kl,, kl, kl, kl,,,,,,,,,,,, a,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full-time carer of other household member,13,3,10,2,3,5,2,2,0,0,1,0,0,0,2,2,1,3,3,1,0,2,0,1,3,0,0,2,1,0,13,11,1,2,0,0,1,12
,0.01,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0.02,0.01,0,0.02,0.01,0.01,0,0.01,0,0.01,0.03,0,0,0.03,0.01,0,0.02,0.01,0,0.01,0,0,0.01,0.01
,,,, f, f, f,,,,,,,,, cel,,, cl,,,,,,,,,, be,,, a,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student,26,9,17,21,3,3,0,0,0,1,1,4,1,1,2,2,2,1,1,4,6,2,2,1,1,1,2,2,1,26,0,14,6,4,1,2,5,21
,0.01,0.01,0.02,0.09,0.01,0.01,0,0,0,0.02,0,0.02,0.01,0,0.02,0.01,0.01,0,0,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.02,0,0.01,0.03,0.03,0.01,0.06,0.03,0.01
,,,, bcdef,,,,,,,,,,, j,,,,,,,,,,,,,,, b,,, a, a,, a, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retired and living on private pension,208,117,88,1,0,0,2,25,180,2,10,14,15,19,6,25,16,20,29,39,13,19,4,6,12,10,5,2,4,171,38,201,5,0,2,0,4,204
,0.1,0.11,0.08,0,0,0,0,0.07,0.35,0.04,0.05,0.06,0.17,0.11,0.06,0.13,0.1,0.11,0.1,0.19,0.05,0.11,0.03,0.07,0.1,0.08,0.05,0.03,0.05,0.12,0.05,0.12,0.03,0,0.02,0,0.03,0.1
,, b,,,,,, abcd, abcde,,,, abcfl, bcl,, bcfl, l, l, l, abcefhijl,, bg,,, b, b,,,, b,, bcde,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefer not to say,7,3,4,2,0,1,3,2,0,0,1,1,0,0,1,0,0,1,2,0,1,0,1,0,1,0,0,1,0,0,0,4,2,1,0,0,1,6
,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0
,,,,,,, f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
