Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,Decide the contraception they want to use,10748,788,799,827,715,680,829,958,708,442,653,723,803,728,587,509,1706,2434,2162,1886,1379,1183,4139,4048,2561,7090,1005,637,987,1029,2473,6951,1581,5370,1242
,,0.68,0.78,0.78,0.77,0.65,0.64,0.81,0.86,0.7,0.44,0.65,0.71,0.69,0.68,0.58,0.49,0.66,0.71,0.71,0.69,0.66,0.63,0.69,0.7,0.65,0.73,0.58,0.59,0.62,0.63,0.64,0.71,0.69,0.72,0.64
,,,dehijklmno,dehijklmno,dehijklmno,ino,ino,cdehijklmno,abcdefhijklmno,deijno,,ino,deijno,deijno,eino,io,i,,aefgi,aefgi,aefi,,,aefi,aefi,,bcde,,,b,bc,,ace,ae,ace,
,Discuss consent with a romantic partner (e.g. saying no in an intimate situation),9745,715,823,714,734,533,716,850,695,466,518,610,719,639,528,486,1615,2282,1918,1681,1195,1053,3897,3599,2248,6500,883,605,846,910,2285,6337,1470,4868,1050
,,0.62,0.71,0.8,0.67,0.66,0.5,0.7,0.77,0.68,0.46,0.51,0.6,0.62,0.6,0.52,0.47,0.62,0.67,0.63,0.62,0.57,0.56,0.65,0.62,0.57,0.67,0.51,0.56,0.53,0.56,0.59,0.65,0.64,0.65,0.54
,,,cdeijklmno,acdefghijklmno,eijklmno,eijklmno,,eijklmno,acdefhijklmno,eijklmno,,io,eijno,eijno,eijno,io,,efi,acdefhi,efi,efi,,,adefhi,efi,,bcde,,b,,b,e,ae,ae,ae,
,Discuss pregnancy termination with a doctor or other medical professional,9350,537,775,707,754,443,710,849,685,482,557,536,777,624,508,407,1525,2136,1775,1620,1180,1114,3661,3394,2294,6211,831,604,869,835,2213,6035,1343,4693,1022
,,0.59,0.53,0.76,0.66,0.68,0.42,0.69,0.77,0.67,0.48,0.55,0.53,0.67,0.58,0.5,0.39,0.59,0.62,0.58,0.59,0.57,0.6,0.61,0.59,0.58,0.64,0.48,0.56,0.55,0.51,0.57,0.62,0.58,0.63,0.53
,,,eio,acdefhijklmno,aeijkmno,aeijkmno,,aeijkmno,acdefhijklmno,aeijkmno,eo,eino,eio,aeijkmno,aeikno,eo,,,acdehi,,,,,cehi,,,bcde,,be,be,,e,ace,e,ace,
,Discuss their sex life openly,9329,722,685,654,627,563,668,884,555,325,557,535,743,664,610,537,1409,2073,1864,1633,1223,1127,3483,3496,2350,6228,826,525,895,855,2091,6060,1368,4692,1116
,,0.59,0.72,0.67,0.61,0.57,0.53,0.65,0.8,0.54,0.32,0.55,0.53,0.64,0.62,0.6,0.52,0.55,0.6,0.61,0.6,0.59,0.6,0.58,0.61,0.6,0.64,0.48,0.49,0.56,0.52,0.54,0.62,0.59,0.63,0.58
,,,bcdefhijklmno,cdehijkmno,dehijko,io,i,dehijkno,abcdefhijklmno,i,,i,i,dehijko,dehijko,ehijko,i,,ag,ag,a,a,a,a,ag,a,bcde,,,bce,bc,,ace,a,ace,a
,Discuss pregnancy termination with a partner,8740,544,746,701,756,366,622,819,649,491,478,519,750,517,392,391,1431,2031,1705,1540,1039,995,3461,3245,2034,5830,801,556,763,789,2060,5697,1345,4353,914
,,0.56,0.54,0.73,0.66,0.68,0.35,0.61,0.74,0.64,0.49,0.47,0.51,0.65,0.48,0.39,0.38,0.55,0.59,0.56,0.57,0.5,0.53,0.58,0.56,0.52,0.6,0.46,0.52,0.48,0.48,0.53,0.58,0.58,0.58,0.47
,,,eijmno,acdefhijklmno,aefijkmno,aefhijkmno,,aeijkmno,acdefhijklmno,aeijkmno,eno,eno,eno,aeijkmno,eno,e,,ei,acdefhi,ei,efi,,e,aefi,efi,,bcde,,b,,,e,ae,ae,ae,
,Discuss pregnancy termination with friends,8016,532,727,632,718,318,550,757,556,421,345,476,723,552,324,387,1350,1841,1543,1395,957,931,3191,2937,1888,5389,718,533,709,667,1945,5194,1196,3997,819
,,0.51,0.53,0.71,0.59,0.65,0.3,0.54,0.68,0.55,0.42,0.34,0.47,0.62,0.52,0.32,0.37,0.52,0.54,0.51,0.51,0.46,0.5,0.53,0.51,0.48,0.56,0.42,0.49,0.45,0.41,0.5,0.53,0.52,0.54,0.42
,,,eijkno,acdefhijklmno,aefhijkmno,acefhijkmno,,eijkno,acefhijklmno,eijkno,ejno,e,eijno,aefhijkmno,eijkno,,en,ei,cefhi,ei,ei,,e,cefhi,ei,,bcde,,bde,e,,e,ae,e,ae,
,Access medically safe abortions,7854,333,796,608,674,326,539,700,516,472,534,401,683,535,449,289,1213,1791,1496,1431,977,946,3004,2927,1923,5312,652,492,733,665,1721,5230,1237,3993,846
,,0.5,0.33,0.78,0.57,0.61,0.31,0.53,0.63,0.51,0.47,0.53,0.4,0.59,0.5,0.44,0.28,0.47,0.52,0.49,0.53,0.47,0.51,0.5,0.51,0.49,0.55,0.38,0.46,0.46,0.41,0.45,0.54,0.54,0.54,0.44
,,,o,acdefghijklmno,aehikmno,aefhijkmno,,aeikno,acefhijklmno,aekno,aeko,aeikno,aeo,aefhijkmno,aekno,aeko,,,acegi,,acegi,,ae,ae,ae,,bcde,,be,be,,,ae,ae,ae,
,"Discuss pregnancy termination with a family member (e.g. parent, sibling)",7251,457,679,572,672,256,453,696,439,330,391,472,651,494,330,358,1071,1606,1421,1344,932,877,2677,2765,1809,4967,582,409,677,616,1570,4833,1099,3734,800
,,0.46,0.45,0.66,0.54,0.61,0.24,0.44,0.63,0.43,0.33,0.39,0.47,0.56,0.46,0.33,0.34,0.41,0.47,0.47,0.49,0.45,0.47,0.45,0.48,0.46,0.51,0.34,0.38,0.43,0.38,0.41,0.49,0.48,0.5,0.41
,,,eijno,acdefhijklmno,aefhijkmno,acefhijklmno,,eijno,acefhijklmno,eijno,e,eino,eijno,aefhijkmno,eijno,e,e,,ag,ag,aegi,a,a,a,aegi,a,bcde,,b,bce,b,,ae,ae,ae,
,"Columns Tested: a,b,c,d,e,f,g,h,i,j,k,l,m,n,o - a,b,c,d,e,f,g,h,i - a,b,c,d,e - a,b,c,d,e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
