Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,Discuss pregnancy termination with friends,2717,198,56,126,166,357,302,114,257,339,110,138,172,67,56,259,569,686,516,398,312,235,1255,914,548,1546,361,254,202,353,778,1556,407,1149,337
,,0.17,0.2,0.05,0.12,0.15,0.34,0.3,0.1,0.25,0.34,0.11,0.14,0.15,0.06,0.06,0.25,0.22,0.2,0.17,0.15,0.15,0.13,0.21,0.16,0.14,0.16,0.21,0.24,0.13,0.22,0.2,0.16,0.18,0.15,0.17
,,,bcdgjklmn,,bmn,bcgjmn,abcdfghjklmno,abcdghjklmno,bmn,abcdgjklmn,abcdfghjklmno,bmn,bgmn,bcgjmn,,,abcdgjklmn,bcdefhi,cdefhi,dfi,,f,,cdefhi,fi,,d,ad,ad,,ad,bcde,,bd,,d
,Discuss their sex life openly,2655,141,68,146,247,269,227,74,298,457,114,169,186,63,52,143,620,656,466,450,285,177,1277,916,462,1457,404,303,134,356,830,1502,399,1103,276
,,0.17,0.14,0.07,0.14,0.22,0.25,0.22,0.07,0.29,0.45,0.11,0.17,0.16,0.06,0.05,0.14,0.24,0.19,0.15,0.17,0.14,0.09,0.21,0.16,0.12,0.15,0.23,0.28,0.08,0.22,0.22,0.15,0.17,0.15,0.14
,,,bgmn,,bgmn,abcgjklmno,abcgjklmno,abcgjklmno,,abcdefgjklmno,abcdefghjklmno,bgmn,bgjmn,bgjmn,,,bgmn,bcdefghi,cdefhi,fi,efi,fi,,bcdefhi,efi,f,d,ad,abde,,ad,bcde,,bde,,
,Discuss pregnancy termination with a doctor or other medical professional,2345,203,67,120,175,278,188,80,170,288,56,150,152,59,34,325,480,564,451,373,261,215,1045,824,476,1314,336,211,180,304,686,1322,353,970,305
,,0.15,0.2,0.07,0.11,0.16,0.26,0.18,0.07,0.17,0.29,0.06,0.15,0.13,0.06,0.03,0.31,0.19,0.16,0.15,0.14,0.13,0.12,0.17,0.14,0.12,0.14,0.19,0.2,0.11,0.19,0.18,0.14,0.15,0.13,0.16
,,,bcdgjklmn,n,bgjmn,bcgjmn,abcdfghjklmn,bcgjklmn,n,bcgjlmn,abcdfghjklmn,n,bcgjmn,bgjmn,n,,abcdefghjklmn,bcdefhi,defhi,efi,f,,,cdefhi,fi,,d,ad,ad,,ad,bcd,,bd,,bd
,Discuss pregnancy termination with a partner,2344,185,63,125,152,290,248,96,204,275,63,153,146,52,45,246,525,587,422,354,268,188,1112,776,457,1332,313,231,165,303,710,1316,332,984,281
,,0.15,0.18,0.06,0.12,0.14,0.27,0.24,0.09,0.2,0.27,0.06,0.15,0.13,0.05,0.04,0.24,0.2,0.17,0.14,0.13,0.13,0.1,0.18,0.13,0.12,0.14,0.18,0.21,0.1,0.19,0.18,0.13,0.14,0.13,0.15
,,,bcdgjlmn,,bgjmn,bgjmn,abcdghjklmn,abcdghjklmn,bjmn,bcdgjklmn,abcdghjklmn,,bcgjmn,bgjmn,,,abcdghjklmn,bcdefghi,cdefhi,fi,f,f,,cdefhi,fi,,d,ad,abd,,ad,bcde,,,,
,Discuss consent with a romantic partner (e.g. saying no in an intimate situation),1890,128,39,126,157,197,169,77,156,262,57,121,149,80,35,137,427,445,339,327,187,165,872,666,352,1052,271,206,123,239,579,1061,298,764,210
,,0.12,0.13,0.04,0.12,0.14,0.19,0.17,0.07,0.15,0.26,0.06,0.12,0.13,0.08,0.03,0.13,0.17,0.13,0.11,0.12,0.09,0.09,0.15,0.12,0.09,0.11,0.16,0.19,0.08,0.15,0.15,0.11,0.13,0.1,0.11
,,,bgjmn,,bgjmn,bgjmn,abcdghjklmno,abcgjklmno,bn,bcgjkmn,abcdefghjklmno,n,bgjmn,bgjmn,bn,,bgjmn,bcdefghi,cefhi,efi,efi,,,bcdefhi,efi,,d,ad,abde,,ad,bcde,,bde,,
,Decide the contraception they want to use,1608,67,48,64,179,122,129,34,163,297,46,84,127,37,39,173,387,390,269,248,160,153,777,517,314,867,237,189,108,207,501,892,246,646,179
,,0.1,0.07,0.05,0.06,0.16,0.11,0.13,0.03,0.16,0.29,0.05,0.08,0.11,0.03,0.04,0.17,0.15,0.11,0.09,0.09,0.08,0.08,0.13,0.09,0.08,0.09,0.14,0.18,0.07,0.13,0.13,0.09,0.11,0.09,0.09
,,,gjmn,g,gmn,abcefgjklmn,abcgjkmn,abcgjkmn,,abcefgjklmn,abcdefghjklmno,,bcgjmn,abcgjkmn,,,abcefgjklmn,bcdefghi,cdefhi,,,,,bcdefhi,,,d,ad,abde,,ad,bcde,,bd,,
,Access the contraception they want to use,1563,65,32,51,166,116,106,43,136,269,54,86,130,41,55,213,350,397,265,242,155,153,747,507,309,819,232,179,123,210,499,845,238,608,191
,,0.1,0.06,0.03,0.05,0.15,0.11,0.1,0.04,0.13,0.27,0.05,0.08,0.11,0.04,0.05,0.2,0.14,0.12,0.09,0.09,0.07,0.08,0.12,0.09,0.08,0.08,0.13,0.17,0.08,0.13,0.13,0.09,0.1,0.08,0.1
,,,bgm,,b,abcefgjklmn,abcgjmn,abcgjmn,,abcfgjkmn,abcdefghjklmno,b,bcgjmn,abcgjkmn,,b,abcdefghjklmn,bcdefhi,cdefhi,,,,,cdefhi,,,,ad,abde,,ad,bcde,,bd,,d
,"Columns Tested: a,b,c,d,e,f,g,h,i,j,k,l,m,n,o - a,b,c,d,e,f,g,h,i - a,b,c,d,e - a,b,c,d,e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
