Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,Very negative,256,10,6,12,13,7,10,4,7,42,12,12,25,31,7,58,47,60,42,44,26,37,107,86,63,125,37,20,37,37,71,129,43,86,44
,,0.02,0.01,0.01,0.01,0.01,0.01,0.01,*%,0.01,0.04,0.01,0.01,0.02,0.03,0.01,0.06,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.01,0.02,0.01,0.02,0.02,0.02,0.02,0.02,0.01,0.02,0.01,0.02
,,,,,g,g,,,,,abcdefghjkln,g,g,abcefghn,abcdefghjkn,,abcdefghjklmn,,,,,,,,,,,a,,a,a,bd,,bd,,bd
,Don't know,172,11,5,9,15,2,2,7,3,21,24,11,6,24,17,14,35,32,30,25,19,31,67,55,50,50,37,26,27,32,45,83,28,55,33
,,0.01,0.01,*%,0.01,0.01,*%,*%,0.01,*%,0.02,0.02,0.01,*%,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.01,0.02,0.01,0.01,0.01,0.01,0.02,0.02,0.02,0.02,0.01,0.01,0.01,0.01,0.02
,,,efh,,e,befhl,,,,,bcefghl,abcefghkl,efh,,abcefghkl,befghl,befhl,,,,,,bcdh,,,,,a,a,a,a,d,,d,,bd
,NET: Positive,11254,785,844,830,867,833,874,828,868,697,602,802,791,499,671,463,1847,2554,2219,2026,1440,1168,4401,4244,2608,7449,1081,733,940,1051,2667,7329,1637,5692,1163
,,0.72,0.78,0.82,0.78,0.78,0.79,0.86,0.75,0.85,0.69,0.6,0.79,0.68,0.47,0.66,0.44,0.71,0.75,0.73,0.74,0.69,0.63,0.73,0.74,0.66,0.77,0.63,0.68,0.59,0.64,0.69,0.75,0.71,0.76,0.6
,,,ijlmno,acdegijlmno,ijlmno,gijlmno,gijlmno,abcdegijklmno,ijlmno,acdegijklmno,jmo,mo,gijlmno,jmo,,jmo,,fi,aefi,efi,aefi,fi,,efi,aefi,f,bcde,,bd,,d,e,ace,e,ace,
,NET: Negative,1002,56,26,121,53,42,29,20,40,102,34,56,97,130,28,169,181,224,185,169,112,131,406,354,243,519,144,96,117,128,293,541,166,374,148
,,0.06,0.06,0.03,0.11,0.05,0.04,0.03,0.02,0.04,0.1,0.03,0.06,0.08,0.12,0.03,0.16,0.07,0.07,0.06,0.06,0.05,0.07,0.07,0.06,0.06,0.05,0.08,0.09,0.07,0.08,0.08,0.06,0.07,0.05,0.08
,,,bfgjn,,abdefghjkln,bfgn,g,,,g,abdefghjkn,g,bfgjn,abdefghjkn,abdefghjkln,,abcdefghijklmn,e,,,,,e,e,,,,a,a,a,a,bd,,bd,,bd
,"Columns Tested: a,b,c,d,e,f,g,h,i,j,k,l,m,n,o - a,b,c,d,e,f,g,h,i - a,b,c,d,e - a,b,c,d,e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
