<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
"No, I haven't experienced any changes in my physical health as a result of being a victim of fraud",697,332,362,64,80,110,135,118,192,23,62,79,25,63,35,60,47,60,116,72,56,45,46,28,38,39,31,25,35,430,265,556,54,59,23,6,40,657
,0.53,0.51,0.54,0.39,0.29,0.47,0.6,0.67,0.77,0.6,0.62,0.49,0.49,0.55,0.59,0.5,0.5,0.58,0.66,0.64,0.29,0.45,0.47,0.51,0.57,0.54,0.5,0.51,0.71,0.49,0.6,0.57,0.38,0.48,0.32,0.39,0.35,0.55
,,,, b,, b, abc, abc, abcde, l, cl, l, l, l, l, l, l, l, cdghl, cgl,,,,,,,,, abcfg,, a, bd,, d,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I don't know,50,19,31,6,8,11,10,8,7,1,3,6,0,4,2,6,7,5,5,4,6,6,2,1,4,2,3,2,1,25,25,32,8,5,4,1,7,43
,0.04,0.03,0.05,0.04,0.03,0.05,0.04,0.05,0.03,0.03,0.03,0.04,0,0.03,0.04,0.05,0.08,0.05,0.03,0.04,0.03,0.06,0.02,0.02,0.06,0.03,0.05,0.05,0.02,0.03,0.06,0.03,0.05,0.04,0.06,0.06,0.06,0.04
,,,,,,,,,,,,,,,,, d,,,,,,,,,,,,,, a,,,,,,,
NETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Yes - experienced changes in physical health,574,295,279,96,188,113,79,50,49,14,34,77,25,48,23,54,39,38,53,36,133,50,50,26,25,31,27,22,14,422,150,382,81,58,45,9,69,505
,0.43,0.46,0.42,0.58,0.68,0.48,0.35,0.28,0.2,0.37,0.35,0.48,0.51,0.42,0.37,0.45,0.42,0.37,0.31,0.32,0.68,0.5,0.51,0.47,0.37,0.43,0.45,0.45,0.28,0.48,0.34,0.39,0.57,0.47,0.62,0.56,0.59,0.42
,,,, def, acdef, def, f, f,,,, bjk, jk,,, j,,,,, abcdefghijk, h, h, h,,, h, h,, b,,, a,, ac,, b,
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
