<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,0.3,0.33,0.28,0.28,0.36,0.33,0.27,0.31,0.28,0.25,0.27,0.3,0.27,0.26,0.3,0.33,0.25,0.31,0.32,0.26,0.41,0.31,0.32,0.22,0.31,0.3,0.25,0.31,0.28,0.46,0,0.3,0.31,0.32,0.38,0.4,0.28,0.31
,, b,,, df,,,,,,,,,,,,,,,, abcdefhijk,,,,,,,,, b,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Supervisory or clerical/ junior managerial/ professional/ administrative (e.g. Office worker, Student Doctor, Foreman with 25+ employees, salesperson, etc.)",498,229,266,30,85,79,100,89,114,13,55,49,24,46,23,50,41,42,54,60,42,41,28,26,27,25,18,19,29,498,0,404,40,28,21,4,29,469
,0.23,0.22,0.24,0.14,0.23,0.22,0.28,0.26,0.23,0.22,0.3,0.21,0.27,0.26,0.23,0.27,0.26,0.22,0.18,0.3,0.15,0.25,0.2,0.28,0.23,0.21,0.2,0.24,0.35,0.35,0,0.24,0.21,0.2,0.2,0.14,0.19,0.23
,,,,, a, a, a, a, a,, cjl,, l, l,, jl, l,,, cjl,,,,,,,,, bdef, b,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Skilled manual worker (e.g. Skilled Bricklayer, Carpenter, Plumber, Painter, Bus/ Ambulance Driver, HGV driver, AA patrolman, pub/bar worker, etc.)",290,144,146,31,46,45,50,52,66,11,18,39,12,29,17,21,25,24,44,28,24,18,25,14,15,16,14,13,5,0,290,229,31,16,11,2,25,265
,0.14,0.14,0.13,0.14,0.13,0.13,0.14,0.15,0.13,0.18,0.1,0.16,0.14,0.16,0.17,0.11,0.16,0.13,0.15,0.14,0.09,0.11,0.18,0.15,0.13,0.14,0.16,0.17,0.06,0,0.41,0.14,0.16,0.11,0.1,0.07,0.17,0.13
,,,,,,,,,, l,, bl,, l, l,, l,, l,,,, h, h,,, h, h,,, a,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Semi or unskilled manual work (e.g. Manual workers, all apprentices to skilled trades, Caretaker, Park keeper, non-HGV driver, shop assistant)",203,82,120,26,15,27,49,44,41,6,18,19,3,17,8,17,21,24,25,30,13,15,10,13,13,13,8,5,10,0,203,162,17,7,11,5,15,187
,0.09,0.08,0.11,0.12,0.04,0.08,0.14,0.13,0.08,0.11,0.1,0.08,0.04,0.09,0.08,0.09,0.14,0.13,0.08,0.15,0.05,0.09,0.07,0.14,0.11,0.11,0.1,0.06,0.12,0,0.28,0.1,0.09,0.05,0.1,0.17,0.1,0.09
,,, a, b,, b, bcf, bcf, b,, l,,,,,, dl, dl,, cdjl,,,, g,,,,,,, a,,,,, c,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Casual worker (not in permanent employment),16,6,10,5,2,2,3,1,3,0,2,3,0,1,0,2,2,1,2,0,3,2,1,1,1,1,2,0,1,0,16,10,1,2,2,1,1,15
,0.01,0,0.01,0.02,0,0,0.01,0,0.01,0,0.01,0.01,0,0,0,0.01,0.01,0.01,0.01,0,0.01,0.01,0,0.01,0.01,0.01,0.02,0,0.01,0,0.02,0,0,0.01,0.02,0.03,0,0.01
,,,, e,,,,,,,,,,,,,,,,,,,,,,,,,,, a,,,,, a,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Housewife/ househusband,28,6,22,3,3,9,6,4,3,0,2,2,2,0,2,7,2,1,8,1,2,7,1,1,0,0,1,2,0,0,28,24,2,1,0,1,2,26
,0.01,0,0.02,0.01,0.01,0.02,0.02,0.01,0.01,0,0.01,0.01,0.03,0,0.02,0.04,0.01,0,0.03,0.01,0.01,0.04,0,0.01,0,0,0.01,0.02,0,0,0.04,0.01,0.01,0.01,0,0.04,0.02,0.01
,,, a,,, f,,,,,,, e,,, ceil,,, e,,, bdeh,,,,,,,,, a,,,,, d,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Retired and living on state pension,94,41,53,0,0,1,2,2,89,0,11,11,4,9,5,4,6,11,23,8,4,4,5,2,5,6,6,2,1,0,94,89,1,4,0,0,1,93
,0.04,0.04,0.05,0,0,0,0,0.01,0.17,0,0.06,0.05,0.04,0.05,0.05,0.02,0.04,0.06,0.08,0.04,0.01,0.02,0.04,0.02,0.04,0.05,0.07,0.03,0.01,0,0.13,0.05,0.01,0.03,0,0,0.01,0.05
,,,,,,,,, abcde,, gl, l,, l, l,,, l, agl,,,,,,,, h,,,, a, bd,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unemployed or not working due to long-term sickness,70,24,46,3,12,11,12,24,8,3,5,5,7,11,4,3,7,8,15,0,2,3,3,4,7,7,2,1,2,0,70,62,4,1,2,1,3,67
,0.03,0.02,0.04,0.02,0.03,0.03,0.03,0.07,0.02,0.06,0.03,0.02,0.08,0.06,0.04,0.02,0.04,0.05,0.05,0,0.01,0.02,0.02,0.05,0.06,0.06,0.02,0.02,0.03,0,0.1,0.04,0.02,0.01,0.02,0.03,0.02,0.03
,,, a,,,,, abcdf,, kl, k,, cgkl, cgkl, kl,, kl, kl, kl,,,,,,,,,,,, a,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full-time carer of other household member,13,3,10,2,3,5,2,2,0,0,1,0,0,0,2,2,1,3,3,1,0,2,0,1,3,0,0,2,1,0,13,11,1,2,0,0,1,12
,0.01,0,0.01,0.01,0.01,0.01,0,0,0,0,0,0,0,0,0.02,0.01,0,0.02,0.01,0.01,0,0.01,0,0.01,0.03,0,0,0.03,0.01,0,0.02,0.01,0,0.01,0,0,0.01,0.01
,,,, f, f, f,,,,,,,,, cel,,, cl,,,,,,,,,, be,,, a,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Student,26,9,17,21,3,3,0,0,0,1,1,4,1,1,2,2,2,1,1,4,6,2,2,1,1,1,2,2,1,26,0,14,6,4,1,2,5,21
,0.01,0.01,0.02,0.09,0.01,0.01,0,0,0,0.02,0,0.02,0.01,0,0.02,0.01,0.01,0,0,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.03,0.01,0.02,0,0.01,0.03,0.03,0.01,0.06,0.03,0.01
,,,, bcdef,,,,,,,,,,, j,,,,,,,,,,,,,,, b,,, a, a,, a, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefer not to say,7,3,4,2,0,1,3,2,0,0,1,1,0,0,1,0,0,1,2,0,1,0,1,0,1,0,0,1,0,0,0,4,2,1,0,0,1,6
,0,0,0,0.01,0,0,0.01,0,0,0,0,0,0,0,0.01,0,0,0,0.01,0,0,0,0,0,0.01,0,0,0.01,0,0,0,0,0.01,0.01,0,0,0,0
,,,,,,, f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
