<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Some impact,543,281,260,69,137,111,100,66,60,24,35,64,21,39,20,52,45,40,64,34,104,50,42,26,29,25,22,18,17,372,167,366,75,54,39,10,56,487
,0.25,0.27,0.24,0.31,0.37,0.32,0.28,0.19,0.12,0.4,0.2,0.27,0.25,0.22,0.19,0.28,0.29,0.21,0.22,0.17,0.37,0.31,0.3,0.28,0.25,0.21,0.26,0.23,0.2,0.26,0.23,0.22,0.39,0.37,0.37,0.32,0.38,0.24
,,,, ef, def, ef, ef, f,, befijk,, bk,,,, k, bk,,,, bcdefgijk,,,,,,,,,,,, a, a, a,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
No impact,1233,593,638,90,149,173,219,244,358,25,116,128,47,100,66,108,83,121,198,142,97,87,66,49,74,68,55,46,57,809,422,1052,71,54,46,11,48,1185
,0.57,0.57,0.58,0.4,0.41,0.49,0.61,0.71,0.71,0.42,0.64,0.54,0.55,0.57,0.65,0.57,0.53,0.65,0.67,0.7,0.35,0.53,0.47,0.53,0.63,0.58,0.63,0.6,0.68,0.57,0.59,0.63,0.37,0.38,0.43,0.35,0.33,0.59
,,,,,, ab, abc, abcd, abcd,, achl, l, l, l, achl, l, l, achl, acdeghl, acdeghl,,,,, b,, b, b, abc,,, bcde,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't know,28,12,16,11,6,2,4,3,1,0,4,2,0,3,1,3,4,2,0,1,7,3,1,2,1,2,2,1,1,19,7,13,6,2,5,2,6,22
,0.01,0.01,0.01,0.05,0.02,0.01,0.01,0.01,0,0,0.02,0.01,0,0.02,0.01,0.02,0.02,0.01,0,0.01,0.03,0.02,0,0.02,0.01,0.02,0.02,0.01,0.01,0.01,0.01,0.01,0.03,0.02,0.05,0.06,0.04,0.01
,,,, bcdef, f,,,,,, j,,, j,, j, j,,,, j,,,,,,,,,,,, a,, a, a, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not applicable,119,42,76,5,6,10,13,12,72,2,9,17,7,12,6,11,11,11,14,7,12,10,12,4,5,7,6,3,1,60,59,106,6,4,1,2,4,114
,0.06,0.04,0.07,0.02,0.02,0.03,0.04,0.03,0.14,0.04,0.05,0.07,0.08,0.07,0.06,0.06,0.07,0.06,0.05,0.03,0.04,0.06,0.08,0.05,0.04,0.06,0.06,0.04,0.01,0.04,0.08,0.06,0.03,0.03,0.01,0.06,0.03,0.06
,,, a,,,,,, abcde,,,,,,,,,,,,,, h,,,, h,,,, a, d,,,, d,,
NETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Significant/ Some impact,768,390,376,117,204,166,120,84,76,33,51,88,31,61,29,67,59,53,82,52,163,64,63,38,37,41,25,27,25,538,226,503,111,83,54,16,89,678
,0.36,0.38,0.34,0.52,0.56,0.47,0.34,0.25,0.15,0.54,0.29,0.37,0.36,0.34,0.28,0.35,0.38,0.28,0.28,0.26,0.58,0.39,0.45,0.41,0.32,0.35,0.29,0.35,0.3,0.38,0.32,0.3,0.57,0.58,0.51,0.53,0.6,0.34
,,,, def, cdef, def, ef, f,, bcdefghijk,, bijk,,,,, jk,,,, bcdefghijk,, dfh,,,,,,, b,,, a, a, a, a, b,
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
