Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,,0.27,0.28,0.42,0.23,0.32,0.17,0.27,0.36,0.26,0.23,0.26,0.23,0.29,0.29,0.21,0.19,0.25,0.27,0.26,0.29,0.25,0.28,0.26,0.28,0.27,0.29,0.21,0.24,0.25,0.22,0.24,0.28,0.27,0.29,0.26
,,,ceikno,acdefghijklmno,eo,acefhijkno,,eikno,acdefhijklmno,eno,e,eno,e,ceikno,ceikno,e,,,a,,abcegi,,a,,aeg,,bcde,,,be,,,ae,a,ae,
,About the same,4028,247,223,282,186,302,151,255,176,142,393,257,271,368,445,330,553,791,783,710,628,563,1344,1493,1191,2429,489,196,520,393,936,2493,550,1943,569
,,0.26,0.24,0.22,0.26,0.17,0.28,0.15,0.23,0.17,0.14,0.39,0.25,0.23,0.35,0.44,0.32,0.21,0.23,0.26,0.26,0.3,0.3,0.22,0.26,0.3,0.25,0.28,0.18,0.33,0.24,0.24,0.26,0.24,0.26,0.29
,,,dfhi,dfhi,bdfhi,,abdfghil,,dfhi,i,,abcdefghiklmo,dfhi,dfhi,abcdefghikl,abcdefghijklmo,abcdfghikl,,,abg,abg,abcdgh,abcdgh,,abg,abcdgh,c,ace,,abce,c,,,,ac,abcd
,Slightly more difficult,1696,128,45,83,131,180,203,76,163,170,73,90,110,73,35,136,360,416,318,263,175,164,776,581,339,984,232,154,122,204,500,959,243,715,209
,,0.11,0.13,0.04,0.08,0.12,0.17,0.2,0.07,0.16,0.17,0.07,0.09,0.1,0.07,0.03,0.13,0.14,0.12,0.1,0.1,0.08,0.09,0.13,0.1,0.09,0.1,0.13,0.14,0.08,0.13,0.13,0.1,0.11,0.1,0.11
,,,bcgjklmn,,bn,bcgjkmn,abcdgjklmno,abcdghjklmno,bn,abcdgjklmn,abcdgjklmno,bn,bn,bgmn,bn,,bcgjklmn,bcdefhi,cdefhi,ei,,,,cdefhi,ei,,d,ad,ad,,ad,bcde,,,,
,Much more difficult,1648,122,41,70,89,208,190,59,204,273,27,91,99,19,17,139,424,431,319,237,136,102,854,556,238,877,242,210,85,234,540,900,256,644,169
,,0.1,0.12,0.04,0.07,0.08,0.2,0.19,0.05,0.2,0.27,0.03,0.09,0.09,0.02,0.02,0.13,0.16,0.13,0.11,0.09,0.07,0.05,0.14,0.1,0.06,0.09,0.14,0.19,0.05,0.14,0.14,0.09,0.11,0.09,0.09
,,,bcdgjklmn,mn,bjmn,bgjmn,abcdgjklmno,abcdgjklmno,jmn,abcdgjklmno,abcdefghjklmno,,bcgjmn,bgjmn,,,bcdgjklmn,bcdefghi,cdefhi,defi,efi,,,bcdefhi,efi,,d,ad,abde,,ad,bcde,,bde,,
,Don't know,1100,54,36,59,29,115,25,23,36,91,126,102,29,113,182,78,178,185,195,169,213,159,363,365,372,445,180,109,182,183,311,581,155,425,184
,,0.07,0.05,0.04,0.06,0.03,0.11,0.02,0.02,0.04,0.09,0.12,0.1,0.02,0.11,0.18,0.08,0.07,0.05,0.06,0.06,0.1,0.09,0.06,0.06,0.09,0.05,0.1,0.1,0.11,0.11,0.08,0.06,0.07,0.06,0.1
,,,dfgl,g,bdfghl,,abcdfghlo,,,g,abcdfghl,abcdfghilo,abcdfghlo,,abcdfghlo,abcdefghijklmo,abdfghl,b,,,,abcdgh,abcdgh,,,abcdgh,,a,a,a,a,bd,,,,bcd
,NET: Easier,7251,457,679,572,672,256,453,696,439,330,391,472,651,494,330,358,1071,1606,1421,1344,932,877,2677,2765,1809,4967,582,409,677,616,1570,4833,1099,3734,800
,,0.46,0.45,0.66,0.54,0.61,0.24,0.44,0.63,0.43,0.33,0.39,0.47,0.56,0.46,0.33,0.34,0.41,0.47,0.47,0.49,0.45,0.47,0.45,0.48,0.46,0.51,0.34,0.38,0.43,0.38,0.41,0.49,0.48,0.5,0.41
,,,eijno,acdefhijklmno,aefhijkmno,acefhijklmno,,eijno,acefhijklmno,eijno,e,eino,eijno,aefhijkmno,eijno,e,e,,ag,ag,aegi,a,a,a,aegi,a,bcde,,b,bce,b,,ae,ae,ae,
,NET: More difficult,3344,251,86,153,221,388,393,135,366,443,100,181,209,91,52,275,783,847,637,500,311,266,1630,1137,577,1861,474,364,207,439,1040,1859,500,1359,378
,,0.21,0.25,0.08,0.14,0.2,0.37,0.38,0.12,0.36,0.44,0.1,0.18,0.18,0.09,0.05,0.26,0.3,0.25,0.21,0.18,0.15,0.14,0.27,0.2,0.15,0.19,0.27,0.34,0.13,0.27,0.27,0.19,0.22,0.18,0.2
,,,bcdgjklmn,n,bjmn,bcgjmn,abcdgjklmno,abcdgjklmno,bmn,abcdgjklmno,abcdefghjklmno,n,bcgjmn,bcgjmn,n,,bcdgjklmn,bcdefghi,cdefhi,defi,efi,,,bcdefhi,efi,,d,ad,abde,,ad,bcde,,bd,,
,"Columns Tested: a,b,c,d,e,f,g,h,i,j,k,l,m,n,o - a,b,c,d,e,f,g,h,i - a,b,c,d,e - a,b,c,d,e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
