<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I kept replaying the moment I realised I was being defrauded/had been defrauded it in my head,461,200,259,50,94,76,76,72,92,13,44,47,17,41,21,37,32,33,58,42,76,31,33,17,25,32,13,19,20,329,131,317,53,55,27,8,39,422
,0.31,0.29,0.33,0.33,0.33,0.28,0.3,0.32,0.32,0.29,0.37,0.29,0.29,0.34,0.31,0.29,0.28,0.26,0.31,0.34,0.36,0.28,0.32,0.25,0.33,0.38,0.23,0.34,0.39,0.34,0.27,0.29,0.34,0.51,0.35,0.35,0.32,0.31
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,, b,,,, abd,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
It made me feel ill,350,153,198,42,71,64,65,60,49,13,20,41,19,27,23,25,39,30,35,25,55,23,23,23,19,19,18,21,9,218,130,274,30,26,17,3,26,324
,0.24,0.22,0.25,0.27,0.25,0.24,0.26,0.27,0.17,0.28,0.17,0.25,0.31,0.23,0.33,0.2,0.34,0.24,0.19,0.2,0.25,0.21,0.23,0.33,0.25,0.22,0.32,0.38,0.17,0.22,0.27,0.25,0.2,0.24,0.22,0.15,0.21,0.24
,,,, f, f,, f, f,,,,, bj,, bgjk,, begjk,,,,,,, h,,, h, abeh,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I was worried about the money I would need to borrow as a result,267,115,151,39,73,64,46,26,19,8,16,28,11,29,14,19,20,15,36,20,51,17,17,15,9,15,11,13,6,188,77,173,33,37,18,6,28,239
,0.18,0.17,0.19,0.25,0.25,0.24,0.19,0.12,0.07,0.17,0.14,0.17,0.18,0.24,0.21,0.15,0.18,0.12,0.19,0.16,0.24,0.15,0.17,0.22,0.12,0.18,0.19,0.23,0.11,0.19,0.16,0.16,0.21,0.34,0.24,0.23,0.22,0.18
,,,, ef, ef, ef, ef,,,,,,, bi,,,,,,, bi,,,,,,,,,,,,, ab,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I feared that I might never financially recover from what had happened,218,99,119,39,54,41,36,20,29,5,7,25,7,17,11,14,17,14,25,26,50,12,17,10,6,11,8,11,3,158,56,145,35,26,9,3,30,188
,0.15,0.14,0.15,0.26,0.19,0.15,0.14,0.09,0.1,0.12,0.06,0.16,0.11,0.14,0.16,0.11,0.15,0.11,0.13,0.21,0.23,0.11,0.17,0.14,0.08,0.13,0.15,0.2,0.06,0.16,0.12,0.13,0.23,0.24,0.12,0.11,0.24,0.14
,,,, cdef, ef, e,,,,,, b,, b, b,, b,, b, bgi, bdgij,, h,,,,, dh,, b,,, a, ad,,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Other,19,7,12,0,0,2,1,7,8,1,1,1,0,2,0,4,0,4,3,1,2,2,1,0,2,1,0,0,1,13,6,18,1,0,0,0,0,19
,0.01,0.01,0.02,0,0,0.01,0,0.03,0.03,0.02,0.01,0.01,0,0.02,0,0.03,0,0.03,0.02,0.01,0.01,0.02,0.01,0,0.03,0.01,0,0,0.02,0.01,0.01,0.02,0.01,0,0,0,0,0.01
,,,,,,,, abd, abd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not sure,17,8,10,2,0,1,3,2,10,1,1,0,0,0,2,0,1,1,2,4,6,0,0,1,0,0,0,0,0,13,5,15,2,0,0,1,1,16
,0.01,0.01,0.01,0.01,0,0,0.01,0.01,0.03,0.03,0.01,0,0,0,0.02,0,0.01,0.01,0.01,0.03,0.03,0,0,0.01,0,0,0,0,0,0.01,0.01,0.01,0.01,0,0,0.04,0.01,0.01
,,,,,,,,, bc, c,,,,, c,,,,, c, c,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefer not to say,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,1,0,2
,0,0,0,0,0,0,0,0,0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.04,0,0
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
