<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
,,,,,, ab, b, abd, abcd,, l,,,,, l,, l, cl, cl,,,,,,,,,,,, bd,, d,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Strongly disagree (1.00),124,64,61,10,12,15,26,22,40,4,10,15,2,14,6,7,10,14,25,13,4,6,6,6,9,7,8,4,7,76,48,95,8,15,5,1,2,122
,0.09,0.1,0.09,0.06,0.04,0.06,0.12,0.13,0.16,0.11,0.1,0.09,0.05,0.12,0.1,0.06,0.11,0.13,0.14,0.12,0.02,0.06,0.06,0.12,0.14,0.1,0.12,0.08,0.15,0.09,0.11,0.1,0.06,0.12,0.07,0.06,0.02,0.1
,,,,,,, abc, abc, abc, l, l, l,, l, l,, l, l, gl, l,,,,,,,,, ab,,,,,,,,, a
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Don't know,18,5,13,2,1,4,4,2,5,1,2,1,0,4,1,0,0,2,4,0,3,0,0,0,2,2,1,1,1,6,12,15,1,0,2,0,1,17
,0.01,0.01,0.02,0.01,0,0.02,0.02,0.01,0.02,0.03,0.02,0,0,0.04,0.01,0,0,0.02,0.03,0,0.02,0,0,0,0.03,0.03,0.01,0.02,0.02,0.01,0.03,0.02,0.01,0,0.03,0,0.01,0.01
,,,,,,,,,,,,,, cg,,,,,,,,,,,,,,,,, a,,,,,,,
NETS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agree/Strongly Agree,763,382,378,121,219,147,118,79,77,23,55,100,33,57,37,73,53,54,80,54,144,66,67,33,36,38,33,33,26,541,220,529,101,69,53,11,86,677
,0.58,0.59,0.56,0.73,0.79,0.63,0.53,0.45,0.31,0.6,0.56,0.62,0.66,0.49,0.62,0.61,0.57,0.52,0.46,0.48,0.74,0.66,0.68,0.59,0.54,0.53,0.54,0.69,0.52,0.62,0.5,0.55,0.71,0.56,0.73,0.68,0.74,0.56
,,,, cdef, cdef, def, f, f,,,, ejk, j,, j, j,,,,, bcefghijk,, eh,,,,,,, b,,, ac,, ac,, b,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Disagree/Strongly Disagree,317,161,156,24,25,50,56,59,103,10,27,32,8,29,15,28,24,30,58,38,20,20,16,13,19,18,15,10,16,209,107,253,22,32,8,2,13,304
,0.24,0.25,0.23,0.14,0.09,0.22,0.25,0.34,0.42,0.26,0.27,0.2,0.15,0.25,0.24,0.24,0.26,0.29,0.33,0.34,0.1,0.2,0.17,0.23,0.29,0.24,0.24,0.21,0.32,0.24,0.24,0.26,0.15,0.26,0.11,0.13,0.11,0.25
,,,,,, b, ab, abc, abcd, l, l, l,, l, l, l, l, l, cdl, cdl,,,,,,,,, b,,, bd,, bd,,,, a
Mean score,3.46,3.47,3.44,3.85,3.98,3.61,3.34,3.15,2.81,3.56,3.38,3.53,3.78,3.29,3.48,3.56,3.44,3.3,3.17,3.19,3.88,3.71,3.7,3.53,3.35,3.41,3.32,3.66,3.2,3.51,3.36,3.39,3.78,3.42,3.85,3.73,3.9,3.42
,,,, cdef, cdef, def, f, f,,,, jk, eijk,,, jk,,,,, bcefghijk, fh, fh,,,,, h,, b,,, ac,, ac,, b,
Standard deviation,1.243,1.268,1.22,1.132,1.003,1.2,1.247,1.289,1.195,1.393,1.254,1.189,1.15,1.249,1.263,1.211,1.304,1.323,1.342,1.285,0.949,1.205,1.132,1.333,1.379,1.269,1.224,1.224,1.321,1.231,1.264,1.248,1.13,1.329,1.096,1.123,0.975,1.258
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
