Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,,0.09,0.1,0.03,0.08,0.09,0.15,0.14,0.05,0.12,0.14,0.04,0.09,0.08,0.04,0.03,0.13,0.11,0.1,0.08,0.08,0.08,0.07,0.1,0.08,0.07,0.08,0.1,0.11,0.07,0.11,0.1,0.08,0.09,0.08,0.09
,,,bgjmn,,bgjmn,bgjmn,abcdghjklmn,abcdgjklmn,bn,bcdgjklmn,abcdgjklmn,,bgjmn,bgjmn,,,abcdgjklmn,cdefhi,cdefhi,,,,,cdefhi,,,,ad,ad,,ad,bcde,,,,
,Much more difficult,980,89,29,41,53,134,103,38,83,136,26,62,52,14,14,108,245,248,176,147,107,56,493,323,163,545,135,112,56,132,315,532,134,398,116
,,0.06,0.09,0.03,0.04,0.05,0.13,0.1,0.03,0.08,0.14,0.03,0.06,0.05,0.01,0.01,0.1,0.09,0.07,0.06,0.05,0.05,0.03,0.08,0.06,0.04,0.06,0.08,0.1,0.04,0.08,0.08,0.05,0.06,0.05,0.06
,,,bcdgjklmn,mn,mn,bjmn,abcdghjklmn,bcdgjklmn,mn,bcdgjlmn,abcdfghjklmno,mn,bcgjmn,bjmn,,,bcdgjklmn,bcdefghi,cdefhi,fi,fi,f,,cdefhi,fi,,d,ad,abde,,ad,bcde,,,,
,Don't know,1105,52,28,53,40,130,17,27,32,105,116,95,31,115,167,95,193,198,187,168,184,176,390,355,360,450,187,121,177,170,329,543,138,405,201
,,0.07,0.05,0.03,0.05,0.04,0.12,0.02,0.02,0.03,0.1,0.12,0.09,0.03,0.11,0.17,0.09,0.07,0.06,0.06,0.06,0.09,0.09,0.06,0.06,0.09,0.05,0.11,0.11,0.11,0.1,0.09,0.06,0.06,0.05,0.1
,,,bfghl,,bfghl,f,abcdfghklo,,,f,abcdfghl,abcdfghl,abcdfghl,,abcdfghl,abcdefghijklmo,abcdfghl,bch,,,,bcdgh,abcdgh,,,abcdgh,,a,a,a,a,bcd,,,,abcd
,NET: Easier,8740,544,746,701,756,366,622,819,649,491,478,519,750,517,392,391,1431,2031,1705,1540,1039,995,3461,3245,2034,5830,801,556,763,789,2060,5697,1345,4353,914
,,0.56,0.54,0.73,0.66,0.68,0.35,0.61,0.74,0.64,0.49,0.47,0.51,0.65,0.48,0.39,0.38,0.55,0.59,0.56,0.57,0.5,0.53,0.58,0.56,0.52,0.6,0.46,0.52,0.48,0.48,0.53,0.58,0.58,0.58,0.47
,,,eijmno,acdefhijklmno,aefijkmno,aefhijkmno,,aeijkmno,acdefhijklmno,aeijkmno,eno,eno,eno,aeijkmno,eno,e,,ei,acdefhi,ei,efi,,e,aefi,efi,,bcde,,b,,,e,ae,ae,ae,
,NET: More difficult,2344,185,63,125,152,290,248,96,204,275,63,153,146,52,45,246,525,587,422,354,268,188,1112,776,457,1332,313,231,165,303,710,1316,332,984,281
,,0.15,0.18,0.06,0.12,0.14,0.27,0.24,0.09,0.2,0.27,0.06,0.15,0.13,0.05,0.04,0.24,0.2,0.17,0.14,0.13,0.13,0.1,0.18,0.13,0.12,0.14,0.18,0.21,0.1,0.19,0.18,0.13,0.14,0.13,0.15
,,,bcdgjlmn,,bgjmn,bgjmn,abcdghjklmn,abcdghjklmn,bjmn,bcdgjklmn,abcdghjklmn,,bcgjmn,bgjmn,,,abcdghjklmn,bcdefghi,cdefhi,fi,f,f,,cdefhi,fi,,d,ad,abd,,ad,bcde,,,,
,"Columns Tested: a,b,c,d,e,f,g,h,i,j,k,l,m,n,o - a,b,c,d,e,f,g,h,i - a,b,c,d,e - a,b,c,d,e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
