Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,,0.41,0.35,0.41,0.44,0.42,0.46,0.41,0.2,0.41,0.41,0.43,0.3,0.32,0.51,0.47,0.57,0.34,0.54,0.53,0.57,0.5,0.34,0.44,0.54,0.57,0.42,0.4,0.37,0.5,0.58,0.32,0.48,0.5,0.47,0.39,0.33,0.27,0.4,0.37,0.49,0.41,0.38,0.41,0.45,0.45,0.45,0.44,0.37,0.39,0.44,0.56,0.55,0.53,0.45,0.13,0.51,0.13,0.44,0.38,0.39,0.51,0.55,0.53,0.58,0.38,0.52,0.33,0.55,0.48,0.56,0.48,0.54,0.52,0.48,0.71,0.67,0.51,0.52,0.53,0.6,0.49,0.78,0.64,0.23,0.12,0.24,0.64,0.64,0.69,0.68,0.66,0.8,0.7,0.71,0.2,0.66,0.03,0.65,0.48,0.47,0.47,0.47,0.46,0.45,0.46,0.46,0.45,0.46,0.46,0.49,0.48,0.49,0.46,0.47,0.48,0.45,0.34,0.45,0.45,0.46,0.46,0.46,0.42,0.52,0.42,0.42,0.46,0.54,0.11,0.03,0.38,0.33,0.45,0.48,0.39,0.38,0.42,0.41,0.49
,,,,a,a,d,cd,d,,,,,,,ab,ab,abd,,afg,afg,afg,af,,af,afg,bcde,d,d,,bcd,bdefgh,,bgh,bfgh,bgh,bg,,,,,bek,,,,ek,ek,ek,k,,,fh,aefgh,aefgh,aefh,fh,,aefh,,b,,,a,a,a,,,a,,a,,a,,a,a,,,a,,a,a,,,,bcd,c,,c,ik,ik,ik,bik,ik,abcdeijkl,,,k,ik,,ik,,,,,,,,,,,,,,,,,,b,,,,,,,,bcfg,fg,fg,fg,bcdfgh,g,,fg,,ad,ad,a,,,,a
,State pension,1192,189,292,711,55,79,484,1192,541,646,174,352,670,88,12,52,1110,82,38,31,12,364,828,82,104,288,896,209,79,94,792,10,67,12,104,105,8,91,73,14,63,154,97,106,96,112,85,163,137,18,38,43,43,96,954,237,954,518,673,1124,20,32,11,1,1104,4,1,15,10,2,6,2,17,9,1,3,2,5,5,1,1,0,224,16,921,38,125,98,26,88,69,20,2,6,30,126,913,125,257,427,185,134,91,16,55,97,65,105,111,142,272,32,110,145,83,466,726,282,148,90,57,367,128,38,258,408,255,185,18,27,2,51,85,131,866,59,418,150,37
,,0.3,0.19,0.29,0.36,0.07,0.08,0.22,0.75,0.25,0.35,0.14,0.39,0.5,0.24,0.04,0.06,0.43,0.06,0.06,0.06,0.06,0.3,0.29,0.06,0.13,0.17,0.39,0.21,0.12,0.13,0.53,0.16,0.12,0.1,0.18,0.25,0.22,0.29,0.37,0.17,0.32,0.32,0.27,0.29,0.27,0.31,0.21,0.31,0.38,0.05,0.06,0.07,0.07,0.13,0.88,0.08,0.88,0.24,0.36,0.34,0.12,0.13,0.06,0.05,0.34,0.07,0.2,0.17,0.2,0.08,0.12,0.06,0.17,0.13,0.04,0.11,0.07,0.04,0.11,0.08,0.08,0,0.1,0.09,0.7,0.09,0.09,0.08,0.15,0.14,0.13,0.17,0.21,0.25,0.1,0.08,0.59,0.21,0.14,0.18,0.12,0.11,0.11,0.06,0.11,0.1,0.1,0.11,0.1,0.13,0.14,0.08,0.11,0.13,0.13,0.19,0.49,0.15,0.11,0.13,0.11,0.22,0.16,0.24,0.35,0.37,0.34,0.25,0.14,0.07,0.05,0.12,0.13,0.17,0.44,0.09,0.27,0.14,0.17
,,,,a,ab,,,ab,abc,c,ac,,cde,acde,de,,,bcdefgh,,,,,bcdeh,bcdeh,,,ae,abde,abe,,,acdefgh,,,,ade,adef,,cj,acfhj,,cj,cj,c,cj,c,cj,,cj,acfghjk,,,,,abcdg,abcdeg,a,abcdeg,,a,bcd,d,d,,,bdefghijlmno,,,n,bn,,n,,n,n,,,,,,,,,,,abd,,,,abj,abj,abj,abij,,,,,abcdefijl,abdeij,,a,dl,d,d,,d,d,d,d,d,bdfgil,bcdfghilm,,d,bdfgil,dl,,a,bd,,,,b,,fgh,aefgh,aefgh,aefgh,fgh,g,,,,,ab,abc,,a,,
,Income from a pension (excluding the State pension),1106,136,247,723,59,92,416,1106,526,570,203,281,616,90,14,78,986,120,66,34,21,295,812,120,108,203,896,140,63,98,788,9,52,11,75,64,8,85,66,15,56,138,103,94,95,121,81,136,115,32,52,46,43,278,656,450,656,451,654,1018,30,34,21,0,993,10,1,14,7,5,14,4,13,11,4,4,1,13,7,1,0,0,272,24,784,41,154,130,24,112,96,15,2,3,39,175,754,133,280,432,192,147,110,25,58,119,74,122,128,142,293,40,126,151,84,412,694,274,166,93,61,335,130,43,281,399,205,137,16,22,4,34,69,137,839,64,345,106,43
,,0.28,0.14,0.25,0.36,0.08,0.1,0.19,0.7,0.25,0.31,0.16,0.31,0.46,0.25,0.05,0.09,0.38,0.09,0.1,0.07,0.09,0.25,0.29,0.09,0.14,0.12,0.39,0.14,0.09,0.13,0.52,0.15,0.09,0.09,0.13,0.15,0.23,0.27,0.33,0.18,0.28,0.29,0.29,0.26,0.26,0.34,0.2,0.26,0.32,0.09,0.09,0.07,0.07,0.39,0.61,0.15,0.61,0.21,0.35,0.3,0.18,0.14,0.11,0,0.31,0.2,0.18,0.17,0.15,0.16,0.29,0.12,0.13,0.16,0.18,0.15,0.03,0.1,0.15,0.06,0,0,0.13,0.14,0.6,0.09,0.11,0.1,0.14,0.17,0.18,0.14,0.17,0.13,0.13,0.11,0.48,0.23,0.16,0.18,0.12,0.12,0.13,0.09,0.12,0.12,0.11,0.12,0.12,0.13,0.15,0.1,0.12,0.14,0.13,0.16,0.47,0.15,0.12,0.13,0.12,0.2,0.17,0.27,0.38,0.37,0.28,0.19,0.13,0.06,0.08,0.08,0.1,0.17,0.42,0.1,0.23,0.1,0.2
,,,,a,ab,,,ab,abc,c,ac,,cde,acde,de,,d,bcdefgh,,d,,,bcdeh,bcdefh,,e,e,abde,e,,d,acdefgh,,,,d,d,de,j,cj,,j,cj,cj,,j,cghjk,,j,cj,,,,,abcdg,abcdeg,abcd,abcdeg,,a,bcd,d,,,,dehijlmno,mn,,m,,,imn,,,,,,,,,,,,d,,abd,,,,,abj,abj,,,,,,abcdefijl,abcdfij,,a,,,,,,,,,,d,abdgil,,,d,d,,a,b,,,,b,,efgh,adefgh,adefgh,efgh,g,g,,,,,ab,abc,,a,,a
,Interest from savings or investments,867,163,202,502,68,123,359,520,390,467,184,190,371,64,35,165,626,240,132,88,21,226,641,240,160,162,697,77,85,143,538,17,70,16,42,34,7,52,47,16,37,107,73,74,67,90,94,120,89,65,97,95,107,164,338,529,338,345,519,741,36,50,34,2,714,7,3,17,6,6,16,6,23,11,3,6,6,23,8,3,1,1,433,17,378,48,300,257,43,125,95,32,4,6,28,351,396,87,308,407,263,217,150,35,81,165,100,168,179,226,330,68,190,225,117,420,447,290,212,116,97,313,117,59,226,284,145,108,12,22,10,9,44,154,642,88,263,119,55
,,0.22,0.16,0.2,0.25,0.09,0.13,0.16,0.33,0.18,0.25,0.15,0.21,0.28,0.18,0.12,0.19,0.24,0.17,0.2,0.17,0.09,0.19,0.23,0.17,0.2,0.1,0.3,0.08,0.13,0.19,0.36,0.28,0.13,0.13,0.07,0.08,0.2,0.16,0.24,0.2,0.19,0.22,0.2,0.21,0.19,0.25,0.23,0.23,0.25,0.18,0.16,0.15,0.18,0.23,0.31,0.18,0.31,0.16,0.28,0.22,0.22,0.2,0.17,0.07,0.22,0.13,0.51,0.2,0.13,0.21,0.35,0.17,0.23,0.17,0.12,0.21,0.21,0.18,0.16,0.15,0.05,0.11,0.2,0.09,0.29,0.11,0.21,0.2,0.26,0.19,0.18,0.28,0.37,0.27,0.09,0.21,0.25,0.15,0.17,0.17,0.17,0.17,0.18,0.13,0.16,0.17,0.15,0.17,0.17,0.21,0.17,0.17,0.19,0.2,0.19,0.17,0.3,0.15,0.15,0.17,0.19,0.19,0.15,0.37,0.3,0.26,0.2,0.15,0.09,0.06,0.23,0.02,0.07,0.2,0.32,0.14,0.17,0.11,0.26
,,,,a,ab,,a,ab,abc,c,ac,,d,acde,d,,d,bcdefh,e,e,e,,e,bdefh,e,bde,,abde,,bd,dfg,adefg,defg,fg,f,,,fg,,a,,,a,,,,ah,a,a,ah,,,,,bcdg,abcdeg,c,abcdeg,,a,,,,,,,,,,,,abejno,,,,,,,,,,,,bd,,abd,,il,il,eil,il,i,deil,,,,il,abdeijl,i,,,,,d,,,d,,,,abdefghik,,,d,abdghik,d,,a,,,,a,b,,cdefg,defg,defg,efg,g,,,fg,,a,ab,abc,,,,a
,Child maintenance,328,101,91,135,145,188,309,48,217,109,142,0,0,0,109,176,0,328,154,126,48,109,219,328,120,166,159,91,75,108,39,12,60,15,56,35,3,21,13,7,19,44,23,31,22,31,48,48,19,50,103,113,53,8,1,327,1,240,87,239,34,20,27,6,226,5,1,7,11,5,16,3,7,8,3,0,3,14,11,2,3,2,263,15,27,33,176,159,18,77,66,11,1,3,21,217,51,48,251,296,221,190,125,39,80,139,99,153,161,162,268,66,157,171,98,288,40,230,192,98,78,167,96,22,64,77,54,56,20,28,7,54,71,105,92,129,176,174,46
,,0.08,0.1,0.09,0.07,0.19,0.2,0.14,0.03,0.1,0.06,0.11,0,0,0,0.36,0.2,0,0.23,0.23,0.24,0.22,0.09,0.08,0.23,0.15,0.1,0.07,0.09,0.11,0.15,0.03,0.2,0.11,0.12,0.1,0.08,0.09,0.07,0.06,0.09,0.09,0.09,0.07,0.09,0.06,0.09,0.12,0.09,0.05,0.14,0.17,0.18,0.09,0.01,*%,0.11,*%,0.11,0.05,0.07,0.21,0.08,0.14,0.22,0.07,0.1,0.14,0.09,0.22,0.16,0.34,0.07,0.07,0.11,0.11,0,0.11,0.11,0.22,0.1,0.18,0.31,0.12,0.08,0.02,0.07,0.12,0.13,0.1,0.12,0.12,0.1,0.07,0.12,0.07,0.13,0.03,0.08,0.14,0.12,0.14,0.15,0.15,0.14,0.16,0.15,0.15,0.15,0.15,0.15,0.13,0.16,0.15,0.15,0.16,0.11,0.03,0.12,0.14,0.14,0.15,0.1,0.12,0.14,0.09,0.07,0.07,0.08,0.16,0.08,0.16,0.13,0.1,0.13,0.05,0.21,0.11,0.16,0.21
,,,c,c,,cd,cd,d,,b,,b,,,,abce,abc,,afg,afg,afg,afg,a,a,afg,bcde,c,,c,c,bdfg,,bdfg,b,b,b,b,b,,,,,l,,,,,abfhl,l,,defh,defgh,defgh,efh,fh,,efh,,b,,,ac,,ac,,,,,,adil,al,abdhijlmn,,,l,,,,l,adhiln,,,,cd,c,,c,ikl,ikl,k,ikl,ikl,k,,,k,ikl,,k,,,,,,,,,,,,,,,,,,b,,,,,,,,bcdeg,,,,,bcdeg,,cdeg,d,d,d,,b,,,
,Rental income (from a property or a room that you rent),184,58,52,75,40,68,137,76,104,80,34,16,49,14,8,85,79,105,54,33,18,25,160,105,64,54,130,22,33,55,66,9,24,9,14,8,0,13,15,0,3,14,8,16,13,17,47,22,18,36,51,41,25,15,16,168,16,75,109,116,24,22,23,0,109,3,1,3,4,8,7,5,8,8,2,2,2,15,6,2,0,0,154,4,15,11,125,112,14,28,23,5,0,0,4,143,23,13,147,156,142,133,91,27,53,103,71,103,112,126,154,45,118,128,77,154,30,133,123,68,64,72,54,32,56,29,35,18,1,8,5,5,20,90,67,53,77,47,42
,,0.05,0.06,0.05,0.04,0.05,0.07,0.06,0.05,0.05,0.04,0.03,0.02,0.04,0.04,0.03,0.1,0.03,0.07,0.08,0.06,0.08,0.02,0.06,0.07,0.08,0.03,0.06,0.02,0.05,0.07,0.04,0.15,0.04,0.08,0.02,0.02,0,0.04,0.08,0,0.02,0.03,0.02,0.04,0.04,0.05,0.12,0.04,0.05,0.1,0.08,0.06,0.04,0.02,0.01,0.06,0.01,0.04,0.06,0.03,0.15,0.09,0.12,0,0.03,0.06,0.14,0.03,0.08,0.28,0.14,0.14,0.08,0.12,0.08,0.05,0.06,0.12,0.11,0.1,0,0,0.07,0.02,0.01,0.03,0.09,0.09,0.09,0.04,0.04,0.05,0,0,0.02,0.09,0.01,0.02,0.08,0.07,0.09,0.1,0.11,0.1,0.11,0.11,0.11,0.1,0.1,0.12,0.08,0.11,0.12,0.11,0.12,0.06,0.02,0.07,0.09,0.1,0.13,0.04,0.07,0.2,0.07,0.03,0.05,0.02,0.01,0.02,0.1,0.01,0.03,0.11,0.03,0.09,0.05,0.04,0.19
,,,c,,,,d,,,c,c,,,a,a,,abcd,,afg,afg,af,af,,af,afg,bcde,,bd,,d,bdfg,fg,abdfgh,g,fg,,,,c,cdefh,,,,,c,c,c,acdefghikl,c,cdf,cdefgh,defgh,efh,efh,,,efh,,,a,,ac,a,a,,,,,,,abdeijlmno,ad,ad,a,ad,,,,ad,a,,,,bcd,,,c,deikl,deikl,deikl,ikl,ik,k,,,,deikl,,,b,,,k,k,,k,k,k,k,k,ak,,k,ak,ak,ak,b,,,a,a,ab,,a,bcdefg,cdefg,,ceg,,,,cefg,,a,abd,a,b,,,a
,Other regular allowance from outside the household (not including benefits),154,65,37,51,58,67,122,43,110,41,73,33,26,19,20,49,78,76,32,28,17,53,101,76,34,76,76,50,27,28,42,6,19,8,31,19,2,13,9,1,9,17,17,14,14,12,21,18,9,29,34,25,28,22,16,138,16,83,69,117,10,9,15,2,113,2,0,2,4,2,1,3,3,4,0,0,2,10,4,1,2,0,83,10,25,36,55,50,5,23,17,6,0,1,18,63,70,16,104,119,99,86,56,24,29,64,45,65,72,78,109,32,68,78,45,116,38,95,83,47,34,71,43,9,21,28,26,24,11,28,7,16,30,38,68,62,54,62,14
,,0.04,0.07,0.04,0.03,0.08,0.07,0.06,0.03,0.05,0.02,0.06,0.04,0.02,0.05,0.07,0.06,0.03,0.05,0.05,0.05,0.08,0.04,0.04,0.05,0.04,0.05,0.03,0.05,0.04,0.04,0.03,0.1,0.03,0.07,0.05,0.05,0.05,0.04,0.04,0.01,0.05,0.03,0.05,0.04,0.04,0.03,0.05,0.04,0.02,0.08,0.06,0.04,0.05,0.03,0.01,0.05,0.01,0.04,0.04,0.03,0.06,0.04,0.07,0.08,0.04,0.03,0,0.02,0.09,0.06,0.02,0.08,0.03,0.07,0,0,0.06,0.08,0.07,0.06,0.11,0,0.04,0.06,0.02,0.08,0.04,0.04,0.03,0.04,0.03,0.05,0,0.04,0.06,0.04,0.05,0.03,0.06,0.05,0.06,0.07,0.07,0.09,0.06,0.07,0.07,0.07,0.07,0.07,0.05,0.08,0.07,0.07,0.07,0.05,0.03,0.05,0.06,0.07,0.07,0.04,0.05,0.05,0.03,0.03,0.04,0.03,0.09,0.08,0.16,0.04,0.04,0.05,0.03,0.1,0.03,0.06,0.07
,,,bc,,,cd,d,d,,b,,b,b,,b,ab,b,,ag,a,a,afg,a,,ag,,c,,c,,,,abd,,b,b,,,,,,,,,,,,l,,,cdefgh,efh,fh,fh,fh,,fh,,,,,,,a,,,,,,a,,,,,,,,,a,,,,,c,c,,ac,,,,,,,,,el,,,,,,,,,k,,,,,,,,k,,,,b,,,,,,,,c,,,,,bcde,bcde,abcdeg,,,,,b,,,
,Other,138,46,29,63,56,60,112,32,95,41,69,58,42,8,14,11,109,29,14,8,7,72,66,29,11,85,48,55,29,11,37,0,23,6,29,26,5,11,6,4,3,23,13,7,13,12,16,18,12,15,17,21,15,41,31,107,31,83,55,128,4,2,1,2,121,2,0,5,1,0,3,1,1,1,0,0,0,0,1,0,0,2,34,21,36,51,18,15,4,13,12,2,0,1,41,17,100,14,55,82,54,48,32,15,24,37,33,42,46,27,70,18,32,25,25,99,39,73,46,28,15,48,37,1,11,27,16,13,7,61,2,30,23,19,60,27,82,76,6
