Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140
,,0.09,0.09,0.11,0.08,0.08,0.09,0.08,0.03,0.08,0.09,0.09,0.09,0.07,0.06,0.12,0.07,0.07,0.1,0.1,0.08,0.14,0.11,0.09,0.1,0.09,0.07,0.11,0.09,0.05,0.09,0.13,0.08,0.05,0.05,0.07,0.13,0,0.1,0.05,0,0.07,0.08,0.13,0.07,0.08,0.21,0.07,0.1,0.03,0.14,0.08,0.07,0.08,0.14,0,0.09,0,0.1,0.08,0.08,0.04,0.12,0.1,0.33,0.09,0.09,0,0.05,0.1,0,0.05,0,0.12,0.07,0.08,0,0.41,0.14,0.06,0,0.31,0.45,0.09,0.07,0.09,0.07,0.09,0.09,0.05,0.11,0.14,0,0,0,0.06,0.08,0.09,0.15,0.09,0.09,0.09,0.08,0.09,0.04,0.03,0.08,0.04,0.07,0.07,0.07,0.09,0.06,0.09,0.07,0.04,0.09,0.11,0.09,0.09,0.08,0.11,0.1,0.08,0.07,0.1,0.11,0.06,0.11,0.07,0.05,0.16,0,0.2,0.06,0.07,0.06,0.1,0.08,0.08
,,,,,,,d,d,,,,,,,,,,,,,,,,,,,,e,,,,d,,,,,,,,,,,,,,,bj,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ego,ego,ego,,,e,,,,,ego,,ego,,,,,,,,,,,,,,,,,,,,acd,,,,,,
,£50 - £99,82,34,17,31,14,24,57,9,43,38,23,5,5,8,7,43,17,65,26,26,12,11,70,65,23,35,46,14,21,19,23,5,18,3,10,4,0,5,6,2,5,6,7,4,5,12,18,8,5,22,19,33,7,0,0,82,0,33,49,55,7,7,10,3,47,3,0,5,1,2,3,2,2,3,1,0,1,7,3,0,3,0,73,3,2,8,57,52,4,17,11,5,1,0,3,64,4,4,79,82,76,73,49,14,26,53,33,56,59,63,80,21,66,65,36,79,2,78,72,31,30,38,31,6,18,14,21,15,0,6,2,6,39,30,7,32,22,29,6
,,0.14,0.14,0.11,0.15,0.09,0.11,0.12,0.07,0.11,0.19,0.12,0.13,0.07,0.14,0.1,0.15,0.1,0.15,0.13,0.15,0.2,0.11,0.14,0.15,0.13,0.14,0.14,0.11,0.17,0.12,0.15,0.16,0.18,0.12,0.12,0.09,0,0.12,0.2,0.1,0.19,0.09,0.13,0.07,0.1,0.23,0.13,0.13,0.21,0.17,0.1,0.18,0.1,0,0,0.14,0,0.12,0.15,0.15,0.11,0.08,0.13,0.3,0.15,0.14,0,0.27,0.04,0.09,0.13,0.24,0.06,0.11,0.07,0,0.11,0.13,0.18,0,0.36,0,0.15,0.18,0.06,0.13,0.14,0.14,0.12,0.2,0.17,0.38,1,0,0.13,0.14,0.08,0.08,0.14,0.14,0.15,0.15,0.16,0.13,0.13,0.15,0.13,0.15,0.15,0.15,0.14,0.14,0.17,0.14,0.13,0.14,0.08,0.15,0.15,0.13,0.13,0.12,0.19,0.09,0.12,0.11,0.19,0.17,0,0.16,0.16,0.14,0.3,0.11,0.05,0.13,0.11,0.16,0.05
,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,g,,,,,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,d,acd,,,,,b,
,£100 - £149,85,36,25,24,21,29,69,22,58,27,23,4,12,7,11,41,24,62,29,26,7,15,71,62,23,38,47,17,21,16,25,6,14,7,11,6,0,8,4,2,2,11,4,8,7,8,18,10,2,18,34,21,10,1,1,84,1,44,41,43,17,13,11,1,35,4,1,3,4,3,7,3,6,2,2,1,2,10,1,0,0,1,72,2,6,5,61,53,8,12,9,2,0,1,3,69,8,3,83,85,78,76,45,20,33,54,46,58,65,66,84,25,57,69,41,84,2,70,68,35,34,44,19,11,24,17,14,13,2,4,2,3,15,53,15,40,25,25,20
,,0.14,0.15,0.17,0.11,0.14,0.13,0.15,0.17,0.15,0.14,0.12,0.12,0.17,0.13,0.16,0.14,0.15,0.14,0.14,0.15,0.12,0.14,0.14,0.14,0.12,0.15,0.14,0.13,0.17,0.11,0.16,0.21,0.13,0.28,0.13,0.12,0,0.18,0.11,0.14,0.09,0.18,0.08,0.17,0.16,0.16,0.14,0.16,0.09,0.14,0.18,0.12,0.13,0.07,0.17,0.14,0.17,0.16,0.13,0.12,0.25,0.16,0.14,0.09,0.11,0.23,0.17,0.15,0.19,0.19,0.34,0.26,0.21,0.09,0.12,0.17,0.22,0.2,0.08,0,0,0.55,0.14,0.13,0.22,0.08,0.15,0.14,0.21,0.14,0.14,0.16,0,0.23,0.11,0.16,0.14,0.06,0.15,0.14,0.15,0.16,0.15,0.18,0.16,0.15,0.18,0.16,0.16,0.15,0.15,0.16,0.14,0.15,0.15,0.15,0.06,0.14,0.14,0.15,0.15,0.14,0.12,0.17,0.16,0.14,0.12,0.15,0.11,0.1,0.14,0.07,0.11,0.19,0.11,0.16,0.13,0.13,0.19
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ad,,,,,,,,,,,,,,,,,,,,,,,,,,,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd,,,,,
,£150 - £199,81,38,20,23,20,28,61,21,53,27,23,5,4,9,10,44,18,62,33,21,8,15,66,62,28,32,48,16,16,25,20,3,13,3,11,5,1,5,5,2,1,9,8,12,7,3,21,4,2,12,27,28,11,2,1,80,1,34,47,45,9,14,11,1,40,2,1,3,4,3,1,2,6,3,3,2,1,5,5,2,1,0,71,3,3,4,65,62,3,7,7,0,0,0,4,70,5,3,80,81,75,72,46,16,29,51,39,54,57,68,80,25,57,69,40,78,3,71,69,38,31,47,17,7,18,18,24,9,1,4,0,3,5,62,10,35,25,21,21
,,0.14,0.16,0.13,0.11,0.14,0.13,0.13,0.16,0.13,0.14,0.12,0.15,0.06,0.16,0.14,0.15,0.11,0.14,0.17,0.12,0.13,0.14,0.13,0.14,0.15,0.12,0.14,0.12,0.13,0.16,0.13,0.09,0.13,0.13,0.13,0.1,0.52,0.1,0.16,0.15,0.06,0.16,0.15,0.25,0.16,0.06,0.16,0.06,0.09,0.09,0.14,0.15,0.15,0.16,0.15,0.13,0.15,0.12,0.15,0.13,0.13,0.17,0.14,0.1,0.13,0.12,0.17,0.14,0.19,0.15,0.05,0.18,0.19,0.11,0.24,0.37,0.08,0.1,0.25,0.16,0.11,0,0.14,0.21,0.09,0.07,0.16,0.16,0.08,0.08,0.1,0,0,0,0.17,0.16,0.08,0.05,0.14,0.14,0.14,0.15,0.15,0.15,0.14,0.15,0.15,0.15,0.14,0.16,0.14,0.16,0.14,0.15,0.15,0.14,0.1,0.14,0.14,0.16,0.14,0.15,0.11,0.11,0.13,0.15,0.21,0.1,0.06,0.1,0,0.07,0.04,0.22,0.08,0.14,0.13,0.11,0.2
,,,,,,,,,,,,,,,b,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,dik,,,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,l,l,,,,,,,,l,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e,,,,,,,abd,,,,,a
,£200 - £249,60,21,21,18,13,25,50,15,45,15,25,4,5,9,3,34,18,42,20,18,4,7,53,42,20,33,27,18,16,16,8,4,12,4,12,5,0,7,2,2,3,6,8,1,5,2,18,5,2,17,19,17,4,2,1,59,1,29,32,39,5,9,8,0,37,0,0,1,1,2,1,1,2,7,1,0,0,5,2,1,0,0,51,2,1,9,40,35,4,11,9,2,0,1,4,42,7,5,60,60,56,53,38,13,30,43,36,46,49,45,58,20,45,49,35,59,2,53,52,33,24,32,16,8,11,17,11,5,1,6,1,4,9,34,13,25,24,21,16
,,0.1,0.09,0.15,0.09,0.09,0.11,0.11,0.12,0.12,0.08,0.13,0.11,0.07,0.16,0.05,0.12,0.11,0.1,0.1,0.11,0.06,0.07,0.11,0.1,0.11,0.13,0.08,0.13,0.12,0.1,0.05,0.13,0.12,0.15,0.15,0.11,0,0.16,0.06,0.11,0.12,0.1,0.15,0.02,0.1,0.04,0.14,0.08,0.08,0.13,0.1,0.1,0.05,0.17,0.15,0.1,0.15,0.1,0.1,0.11,0.07,0.11,0.1,0,0.12,0,0,0.06,0.03,0.13,0.04,0.09,0.06,0.26,0.06,0,0,0.11,0.09,0.11,0,0,0.1,0.13,0.03,0.14,0.09,0.09,0.12,0.13,0.13,0.17,0,0.25,0.15,0.1,0.11,0.1,0.1,0.1,0.11,0.11,0.12,0.12,0.15,0.12,0.14,0.13,0.12,0.1,0.1,0.13,0.11,0.11,0.13,0.1,0.07,0.1,0.11,0.14,0.1,0.1,0.1,0.12,0.08,0.13,0.1,0.06,0.05,0.17,0.09,0.09,0.07,0.12,0.09,0.1,0.12,0.12,0.15
,,,,,,,,,,,,,,,d,,,,,,,,,,,,,,,,,,,b,b,b,,,g,,,,,g,,,,g,,,,,,,,,,,,,,,,,,,,,,,,,,,ai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,£250 - £499,51,18,11,22,18,29,42,14,33,18,15,2,6,2,11,25,10,40,20,16,4,12,38,40,14,23,28,13,10,12,13,3,8,2,7,5,0,1,3,1,3,6,6,5,4,5,11,3,2,5,20,20,6,0,0,51,0,23,28,29,7,6,8,1,27,1,0,1,1,2,4,1,2,3,0,1,0,4,1,2,1,0,44,0,2,7,39,35,4,3,2,1,0,0,4,39,6,5,51,51,45,42,26,9,20,30,21,34,35,41,51,11,35,43,31,50,1,45,43,21,20,24,15,7,9,12,7,9,2,3,1,2,7,25,16,24,17,21,12
,,0.09,0.07,0.08,0.11,0.12,0.13,0.09,0.11,0.08,0.09,0.08,0.05,0.09,0.04,0.15,0.09,0.06,0.09,0.1,0.1,0.06,0.12,0.08,0.09,0.08,0.09,0.08,0.1,0.08,0.08,0.09,0.1,0.08,0.09,0.09,0.12,0,0.02,0.1,0.05,0.13,0.1,0.12,0.11,0.09,0.1,0.08,0.04,0.1,0.04,0.1,0.11,0.08,0,0,0.09,0,0.08,0.09,0.08,0.1,0.08,0.11,0.1,0.09,0.04,0,0.04,0.04,0.09,0.17,0.07,0.07,0.12,0,0.21,0,0.09,0.07,0.26,0.12,0,0.09,0,0.06,0.1,0.09,0.09,0.11,0.04,0.04,0.05,0,0,0.14,0.09,0.1,0.09,0.09,0.09,0.09,0.09,0.08,0.08,0.1,0.09,0.08,0.09,0.09,0.09,0.09,0.07,0.09,0.09,0.11,0.09,0.03,0.09,0.09,0.09,0.09,0.08,0.09,0.11,0.06,0.09,0.06,0.11,0.17,0.09,0.08,0.04,0.06,0.09,0.12,0.1,0.09,0.11,0.12
,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,,,,,a,,a,,,,,,,,a,a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,£500 - £749,44,22,10,11,12,13,32,10,32,12,10,3,4,5,3,22,13,31,8,18,5,6,37,31,11,17,26,8,9,9,15,2,7,2,6,2,0,4,3,1,2,7,2,8,1,1,10,4,2,12,16,9,2,2,2,41,2,16,27,27,7,4,6,0,24,1,2,0,3,2,2,1,1,2,0,0,1,3,1,2,0,0,36,0,1,6,32,27,4,5,4,1,0,0,0,31,6,2,39,44,38,36,25,6,17,25,18,29,29,30,39,11,30,34,24,42,2,36,34,20,18,18,15,5,15,7,7,5,1,2,2,2,7,20,15,16,15,8,5
,,0.07,0.09,0.07,0.05,0.08,0.06,0.07,0.08,0.08,0.06,0.05,0.08,0.06,0.1,0.05,0.08,0.08,0.07,0.04,0.1,0.09,0.06,0.08,0.07,0.06,0.07,0.08,0.06,0.07,0.06,0.1,0.07,0.07,0.09,0.07,0.05,0,0.09,0.09,0.06,0.09,0.11,0.04,0.16,0.01,0.02,0.07,0.06,0.09,0.09,0.08,0.05,0.03,0.11,0.36,0.07,0.36,0.06,0.09,0.08,0.11,0.04,0.08,0,0.08,0.05,0.45,0,0.14,0.11,0.09,0.09,0.02,0.08,0,0,0.08,0.06,0.07,0.16,0,0,0.07,0,0.04,0.09,0.08,0.07,0.12,0.06,0.06,0.07,0,0,0,0.07,0.1,0.05,0.07,0.07,0.07,0.07,0.08,0.05,0.09,0.07,0.07,0.08,0.07,0.07,0.07,0.07,0.08,0.08,0.09,0.07,0.08,0.07,0.07,0.08,0.08,0.06,0.09,0.07,0.11,0.06,0.06,0.06,0.06,0.05,0.16,0.04,0.05,0.07,0.11,0.07,0.08,0.04,0.04
,,,,,,,,,,,,,,,,,,,,,c,,,,,,,,,,,,,,,,,,,,,,hi,,fhi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,£750 - £999,25,12,2,12,7,10,17,7,18,7,8,3,5,2,4,10,10,15,9,4,2,7,18,15,8,9,16,5,3,5,9,2,3,0,4,1,0,1,1,0,1,3,1,1,3,1,5,6,2,7,10,6,2,0,0,25,0,15,10,16,1,4,4,0,14,2,0,1,0,0,1,1,3,0,0,0,1,2,1,1,0,0,21,1,1,2,16,14,3,4,3,1,0,0,1,17,2,5,25,25,21,19,7,5,8,12,12,10,15,17,25,5,14,18,10,24,1,23,22,10,10,14,5,3,2,9,6,4,0,1,1,1,4,9,9,12,5,7,4
,,0.04,0.05,0.01,0.05,0.04,0.05,0.04,0.05,0.05,0.03,0.04,0.08,0.07,0.04,0.06,0.03,0.06,0.04,0.05,0.02,0.02,0.07,0.04,0.04,0.04,0.03,0.05,0.04,0.03,0.04,0.06,0.08,0.03,0,0.05,0.02,0,0.02,0.03,0,0.04,0.05,0.02,0.03,0.07,0.02,0.04,0.1,0.07,0.05,0.05,0.03,0.03,0,0,0.04,0,0.05,0.03,0.05,0.02,0.04,0.05,0,0.04,0.08,0,0.06,0,0,0.03,0.06,0.08,0,0,0,0.1,0.04,0.05,0.09,0,0,0.04,0.07,0.04,0.04,0.04,0.04,0.08,0.05,0.05,0.05,0,0,0.04,0.04,0.03,0.09,0.04,0.04,0.04,0.04,0.02,0.05,0.04,0.04,0.05,0.03,0.04,0.04,0.04,0.03,0.03,0.04,0.04,0.04,0.03,0.05,0.05,0.04,0.04,0.05,0.03,0.04,0.01,0.07,0.05,0.04,0,0.03,0.06,0.03,0.03,0.03,0.07,0.05,0.02,0.04,0.03
,,,b,,b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b,b,,,,,,,,,,,,
,"£1,000 - £1,499",29,11,5,13,8,11,24,8,22,7,12,2,8,1,2,15,11,18,7,7,3,4,25,18,10,14,14,7,7,10,5,0,5,2,6,1,1,3,0,1,2,3,1,1,4,2,8,2,1,5,10,7,6,1,0,29,0,16,13,19,4,2,4,0,17,0,1,1,1,1,2,0,1,1,0,0,0,2,1,1,0,0,24,1,2,2,20,18,1,6,5,1,0,0,2,24,3,2,27,29,25,24,16,7,12,18,14,17,20,22,27,12,20,23,16,27,2,26,19,8,11,17,10,4,10,3,3,6,2,1,0,5,4,10,10,12,11,8,4
