Unnamed: 0,<< Contents,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36
,,0.04,0.02,0.03,0.05,0.04,0.02,0.01,0.01,0.01,0.11,0.09,0.06,0.03,0.07,0.06,0.07,0.04,0.04,0.05,0.04,0.06,0.04,0.04,0.04,0.05,0.03,0.07,0.06,0.07,0.09,0.06,0.04,0.05,0.03,0.05
,,,f,efgh,abefghl,aefgh,f,,f,f,abcdefghklmno,abcdefghklmn,abdefghl,fgh,abcdefghl,abefghl,abcdefghl,,,,,bdgh,,,,bg,,a,a,a,acd,bd,,bd,,bd
,NET: More comfortable,12601,942,915,881,922,932,879,922,772,462,722,837,983,852,806,774,1958,2776,2482,2174,1680,1530,4734,4656,3210,8151,1209,771,1282,1188,2921,8089,1774,6315,1477
,,0.8,0.93,0.89,0.83,0.83,0.88,0.86,0.83,0.76,0.46,0.71,0.83,0.85,0.8,0.8,0.74,0.76,0.81,0.82,0.8,0.81,0.82,0.79,0.81,0.81,0.84,0.7,0.72,0.81,0.73,0.76,0.83,0.77,0.85,0.76
,,,bcdefghijklmno,cdfghijklmno,hijo,hijmno,cdghijklmno,chijkmno,hijmno,ij,,i,hijo,hijmno,hijo,hijo,i,,ag,ag,a,a,ag,a,ag,ag,bcde,,,bce,,,ace,,abce,
,NET: Less comfortable,2425,47,80,135,143,113,138,172,231,434,193,111,145,142,147,194,511,518,418,437,289,252,1030,855,540,1288,391,244,200,302,722,1319,412,906,349
,,0.15,0.05,0.08,0.13,0.13,0.11,0.13,0.15,0.23,0.43,0.19,0.11,0.12,0.13,0.15,0.19,0.2,0.15,0.14,0.16,0.14,0.13,0.17,0.15,0.14,0.13,0.23,0.23,0.13,0.19,0.19,0.14,0.18,0.12,0.18
,,,,a,ab,ab,ab,abe,abekl,abcdefgjklmno,abcdefghjklmno,abcdefgklmn,ab,ab,ab,abek,abcdefklmn,bcdefghi,,,cefi,,,bcefhi,,,,ade,ade,,ad,bd,d,bd,,bd
,"Columns Tested: a,b,c,d,e,f,g,h,i,j,k,l,m,n,o - a,b,c,d,e,f,g,h,i - a,b,c,d,e - a,b,c,d,e",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
