<< Contents,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27,Unnamed: 28,Unnamed: 29,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38
A few days,387,168,217,37,77,72,51,62,87,10,37,33,20,23,18,39,27,28,52,36,63,36,19,13,18,20,12,14,21,266,118,295,37,32,16,8,30,357
,0.26,0.24,0.28,0.24,0.27,0.27,0.2,0.27,0.3,0.21,0.32,0.2,0.34,0.19,0.26,0.31,0.24,0.22,0.28,0.29,0.29,0.32,0.18,0.19,0.23,0.24,0.2,0.24,0.4,0.27,0.24,0.27,0.24,0.29,0.21,0.31,0.24,0.27
,,,,,,,,, d,, ce,, ce,,, ce,,,,, c, b,,,,,,, bcdefg,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A week,251,133,116,33,47,39,47,36,48,7,24,17,7,19,16,18,18,26,34,25,40,17,11,10,16,15,6,12,11,166,85,186,34,15,12,4,28,223
,0.17,0.19,0.15,0.22,0.17,0.15,0.19,0.16,0.17,0.15,0.21,0.1,0.11,0.16,0.23,0.14,0.16,0.21,0.18,0.2,0.18,0.15,0.11,0.14,0.21,0.17,0.1,0.22,0.22,0.17,0.17,0.17,0.22,0.14,0.15,0.17,0.23,0.17
,, b,,,,,,,,, c,,,, c,,, c, c, c, c,,,,,,, b, b,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A few weeks,367,176,190,40,71,71,69,60,57,14,18,48,17,36,15,34,29,28,51,27,50,26,29,21,17,24,18,14,6,246,121,276,38,26,23,4,28,340
,0.25,0.26,0.24,0.26,0.25,0.27,0.28,0.26,0.2,0.31,0.16,0.29,0.29,0.3,0.22,0.27,0.26,0.22,0.27,0.21,0.23,0.24,0.29,0.31,0.23,0.28,0.32,0.26,0.11,0.25,0.25,0.25,0.24,0.24,0.3,0.17,0.23,0.25
,,,,,,, f,,, b,, b, b, b,, b, b,, b,,, h, h, h,, h, h, h,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A month,176,78,98,18,44,31,34,16,32,6,15,24,7,12,7,12,20,14,18,13,29,11,15,14,7,6,9,6,6,117,57,121,17,22,13,2,14,162
,0.12,0.11,0.13,0.12,0.16,0.12,0.14,0.07,0.11,0.12,0.13,0.15,0.11,0.1,0.1,0.1,0.17,0.11,0.09,0.11,0.14,0.1,0.15,0.2,0.1,0.07,0.15,0.11,0.11,0.12,0.12,0.11,0.11,0.21,0.16,0.08,0.11,0.12
,,,,, e,, e,,,,,,,,,, j,,,,,,, e,,,,,,,,,, ab,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up to 6 months,141,72,69,14,24,29,22,21,31,3,11,19,4,14,6,14,9,20,9,9,21,12,12,6,11,10,7,5,5,85,56,112,12,10,6,1,10,131
,0.1,0.11,0.09,0.09,0.09,0.11,0.09,0.09,0.11,0.07,0.1,0.12,0.07,0.12,0.09,0.11,0.08,0.16,0.05,0.08,0.1,0.1,0.12,0.09,0.15,0.12,0.12,0.08,0.09,0.09,0.11,0.1,0.08,0.1,0.07,0.04,0.09,0.1
,,,,,,,,,,,, j,, j,,,, j,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up to 12 months,36,20,16,4,9,7,2,8,5,1,2,12,0,4,2,3,2,0,5,1,3,3,11,0,0,3,1,1,2,27,9,26,6,0,2,2,4,31
,0.02,0.03,0.02,0.03,0.03,0.03,0.01,0.04,0.02,0.02,0.02,0.07,0,0.04,0.02,0.03,0.02,0,0.03,0.01,0.01,0.03,0.11,0,0,0.04,0.01,0.01,0.03,0.03,0.02,0.02,0.04,0,0.03,0.07,0.03,0.02
,,,,,,,, d,,,, bdhijkl,, i,,,,,,,,, acdfg,,,,,,,,,, c,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Up to 2 years,16,4,12,0,2,3,6,3,3,2,0,2,0,2,0,2,0,1,3,4,0,2,2,0,1,1,0,0,0,12,5,14,1,0,1,0,1,15
,0.01,0.01,0.02,0,0.01,0.01,0.02,0.01,0.01,0.05,0,0.01,0,0.02,0,0.02,0,0.01,0.02,0.03,0,0.02,0.02,0,0.01,0.01,0,0,0,0.01,0.01,0.01,0.01,0,0.01,0,0.01,0.01
,,,,,,,,,, bhl,,,, l,,,,,, l,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I still struggle with my sleep since being defrauded,53,25,26,4,8,8,12,10,11,3,3,3,3,5,5,1,4,4,8,5,6,1,1,3,3,3,2,5,1,31,19,38,6,3,6,0,5,47
,0.04,0.04,0.03,0.02,0.03,0.03,0.05,0.05,0.04,0.07,0.03,0.02,0.05,0.04,0.07,0.01,0.04,0.04,0.04,0.04,0.03,0.01,0.01,0.04,0.04,0.03,0.04,0.08,0.02,0.03,0.04,0.03,0.04,0.02,0.07,0,0.04,0.04
,,,,,,,,,, g,,,,, g,,,,,,,,,,,,, ab,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Not sure / can't remember,38,9,29,1,2,5,7,10,13,0,3,5,2,3,1,3,4,3,8,3,3,2,2,2,2,2,2,0,2,25,13,32,2,0,0,4,2,36
,0.03,0.01,0.04,0,0.01,0.02,0.03,0.04,0.05,0,0.03,0.03,0.04,0.03,0.01,0.03,0.03,0.02,0.04,0.02,0.02,0.02,0.02,0.03,0.03,0.03,0.03,0,0.03,0.03,0.03,0.03,0.01,0,0,0.16,0.02,0.03
,,, a,,,,, ab, ab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prefer not to say,5,1,4,2,0,2,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,3,2,4,1,0,0,0,1,4
,0,0,0,0.01,0,0.01,0,0,0,0,0.01,0,0,0.01,0,0,0.01,0.01,0,0,0,0,0,0,0,0.01,0.01,0,0,0,0,0,0,0,0,0,0.01,0
,,,, b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95% lower case or +,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prepared by Savanta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
